Word,Count,POS,Definition
farce,5,n,a comedy characterized by broad satire and improbable situations
Fargo,5,n,largest city in North Dakota; located in eastern North Dakota on the Red river
Farsi,5,n,a person of Iranian descent; many Farsi emigrated to India near Bombay
fatso,5,n,a rotund individual
fatwa,5,n,a ruling on a point of Islamic law that is given by a recognized authority
fauld,5,n,a piece of armor plate below the breastplate
fault,5,n,"(sports) a serve that is illegal (e.g., that lands outside the prescribed area); he served too many double faults"
fault,5,n,responsibility for a bad situation or event; it was John's fault
fault,5,n,(electronics) equipment failure attributable to some defect in a circuit (loose connection or insulation failure or short circuit etc.); it took much longer to find the fault than to fix it
fault,5,n,(geology) a crack in the earth's crust resulting from the displacement of one side with respect to the other; they built it right over a geological fault; he studied the faulting of the earth's crust
fauna,5,n,all the animal life in a particular region or period; the fauna of China; the zoology of the Pliocene epoch
Faust,5,n,an alchemist of German legend who sold his soul to Mephistopheles in exchange for knowledge
Fauve,5,n,a member of a group of French painters who followed fauvism
favor,5,n,an act of gracious kindness
favor,5,n,an advantage to the benefit of someone or something; the outcome was in his favor
favor,5,n,an inclination to approve; that style is in favor this season
favor,5,n,a feeling of favorable regard
favus,5,n,a contagious fungal infection of the scalp; occurs mainly in Africa and the Middle East
feast,5,n,something experienced with great delight; a feast for the eyes
feint,5,n,any distracting or deceptive maneuver (as a mock attack)
feist,5,n,a nervous belligerent little mongrel dog
Felis,5,n,type genus of the Felidae: true cats and most wildcats
felon,5,n,a purulent infection at the end of a finger or toe in the area surrounding the nail
femur,5,n,the longest and thickest bone of the human skeleton; extends from the pelvis to the knee
fence,5,n,a barrier that serves to enclose an area
fence,5,n,a dealer in stolen property
feria,5,n,"(in Spanish speaking regions) a local festival or fair, usually in honor of some patron saint"
feria,5,n,"a weekday on which no festival or holiday is celebrated; in the middle ages feria was used with a prefixed ordinal number to designate the day of the week, so `secunda feria' meant Monday, but Sunday and Saturday were always called by their names, Dominicus and Sabbatum, and so feria came to mean an ordinary weekday"
Fermi,5,n,Italian nuclear physicist (in the United States after 1939) who worked on artificial radioactivity caused by neutron bombardment and who headed the group that in 1942 produced the first controlled nuclear reaction (1901-1954)
ferry,5,n,transport by boat or aircraft
ferry,5,n,a boat that transports people or vehicles across a body of water and operates on a regular schedule
fesse,5,n,(heraldry) an ordinary consisting of a broad horizontal band across a shield
fetch,5,n,the action of fetching
fetus,5,n,an unborn or unhatched vertebrate in the later stages of development showing the main recognizable features of the mature animal
fever,5,n,intense nervous anticipation; in a fever of resentment
fever,5,n,a rise in the temperature of the body; frequently a symptom of infection
fiber,5,n,a leatherlike material made by compressing layers of paper or cloth
fiber,5,n,"any of several elongated, threadlike cells (especially a muscle fiber or a nerve fiber)"
fiber,5,n,a slender and greatly elongated substance capable of being spun into yarn
fichu,5,n,a lightweight triangular scarf worn by a woman
Ficus,5,n,large genus of tropical trees or shrubs or climbers including fig trees
field,5,n,a particular kind of commercial enterprise; they are outstanding in their field
field,5,n,the area that is visible (as through an optical instrument)
field,5,n,all the competitors in a particular contest or sporting event
field,5,n,all of the horses in a particular horse race
field,5,n,(mathematics) a set of elements such that addition and multiplication are commutative and associative and multiplication is distributive over addition and there are two elements 0 and 1; the set of all rational numbers is a field
field,5,n,(computer science) a set of one or more adjacent characters comprising a unit of information
field,5,n,a region in which active military operations are in progress; the army was in the field awaiting action; he served in the Vietnam theater for three years
field,5,n,somewhere (away from a studio or office or library or laboratory) where practical work is done or data is collected; anthropologists do much of their work in the field
field,5,n,a piece of land cleared of trees and usually enclosed; he planted a field of wheat
field,5,n,a geographic region (land or sea) under which something valuable is found; the diamond fields of South Africa
field,5,n,the space around a radiating body within which its electromagnetic oscillations can exert force on another similar body not in contact with it
fifth,5,n,the musical interval between one note and another five notes away from it
fifth,5,n,a quantity of liquor equal to one fifth of a United States gallon
fifth,5,n,position five in a countable series of things; he was fifth out of several hundred runners
fifty,5,n,the cardinal number that is the product of ten and five
fight,5,n,a boxing or wrestling match; the fight was on television last night
fight,5,n,the act of fighting; any contest or struggle; a fight broke out at the hockey game; there was fighting in the streets; the unhappy couple got into a terrible scrap
fight,5,n,an intense verbal dispute; a violent fight over the bill is expected in the Senate
filer,5,n,a party who files a notice with a law court
filet,5,n,lace having a square mesh
filly,5,n,a young female horse under the age of four
filth,5,n,a state characterized by foul or disgusting dirt and refuse
filth,5,n,any substance considered disgustingly foul or unpleasant
final,5,n,the final match between the winners of all previous matches in an elimination tournament
finch,5,n,any of numerous small songbirds with short stout bills adapted for crushing seeds
first,5,n,an honours degree of the highest class
first,5,n,the first element in a countable series; the first of the month
first,5,n,the first or highest in an ordering or series; He wanted to be the first
firth,5,n,a long narrow estuary (especially in Scotland)
Firth,5,n,English linguist who contributed to linguistic semantics and to prosodic phonology and who was noted for his insistence on studying both sound and meaning in context (1890-1960)
fiver,5,n,a United States bill worth 5 dollars
fives,5,n,a game resembling handball; played on a court with a front wall and two side walls
fixer,5,n,someone who intervenes with authorities for a person in trouble (usually using underhand or illegal methods for a fee)
fjord,5,n,a long narrow inlet of the sea between steep cliffs; common in Norway
flail,5,n,an implement consisting of handle with a free swinging stick at the end; used in manual threshing
flair,5,n,a natural talent; he has a flair for mathematics; he has a genius for interior decorating
flank,5,n,the side between ribs and hipbone
flank,5,n,a cut from the fleshy part of an animal's side between the ribs and the leg
flank,5,n,the side of military or naval formation; they attacked the enemy's right flank
flank,5,n,a subfigure consisting of a side of something
flare,5,n,(baseball) a fly ball hit a short distance into the outfield
flare,5,n,a device that produces a bright light for warning or illumination or identification
flare,5,n,a burst of light used to communicate or illuminate
flare,5,n,a sudden outburst of emotion; she felt a flare of delight; she could not control her flare of rage
flare,5,n,am unwanted reflection in an optical system (or the fogging of an image that is caused by such a reflection)
flare,5,n,a sudden burst of flame
flare,5,n,a shape that spreads outward; the skirt had a wide flare
flare,5,n,a sudden recurrence or worsening of symptoms; a colitis flare; infection can cause a lupus flare
flare,5,n,reddening of the skin spreading outward from a focus of infection or irritation
flash,5,n,a lamp for providing momentary light to take a photograph
flash,5,n,a bright patch of color used for decoration or identification; red flashes adorned the airplane; a flash sewn on his sleeve indicated the unit he belonged to
flash,5,n,a momentary brightness
flash,5,n,a sudden brilliant understanding; he had a flash of intuition
flash,5,n,a short vivid experience; a flash of emotion swept over him; the flashings of pain were a warning
flash,5,n,a sudden intense burst of radiant energy
flask,5,n,bottle that has a narrow neck
flask,5,n,the quantity a flask will hold
flats,5,n,footwear (shoes or slippers) with no heel (or a very low heel)
fleer,5,n,contempt expressed by mockery in looks or words
fleet,5,n,a group of warships organized as a tactical unit
fleet,5,n,a group of steamships operating together under the same ownership
fleet,5,n,group of motor vehicles operating together under the same ownership
fleet,5,n,group of aircraft operating together under the same ownership
flesh,5,n,the soft tissue of the body of a vertebrate: mainly muscle tissue and fat
flick,5,n,a short stroke
flick,5,n,a light sharp contact (usually with something flexible); he gave it a flick with his finger; he felt the flick of a whip
flier,5,n,someone who travels by air
flies,5,n,(theater) the space over the stage (out of view of the audience) used to store scenery (drop curtains)
fling,5,n,the act of flinging
Flint,5,n,a city in southeast central Michigan near Detroit; automobile manufacturing
Flint,5,n,a river in western Georgia that flows generally south to join the Chattahoochee River at the Florida border where they form the Apalachicola River
flint,5,n,a hard kind of stone; a form of silica more opaque than chalcedony
flirt,5,n,playful behavior intended to arouse sexual interest
float,5,n,something that floats on the surface of water
float,5,n,a hand tool with a flat face used for smoothing and finishing the surface of plaster or cement or stucco
float,5,n,an elaborate display mounted on a platform carried by a truck (or pulled by a truck) in a procession or parade
float,5,n,the number of shares outstanding and available for trading by the public
float,5,n,the time interval between the deposit of a check in a bank and its payment
flock,5,n,a group of birds
flock,5,n,a group of sheep or goats
flock,5,n,a church congregation guided by a pastor
flood,5,n,a large flow
flood,5,n,the act of flooding; filling to overflowing
flood,5,n,light that is a source of artificial illumination having a broad beam; used in photography
flood,5,n,the rising of a body of water and its overflowing onto normally dry land; plains fertilized by annual inundations
flood,5,n,an overwhelming number or amount; a flood of requests; a torrent of abuse
floor,5,n,"the inside lower horizontal surface (as of a room, hallway, tent, or other structure); they needed rugs to cover the bare floors; we spread our sleeping bags on the dry floor of the tent"
floor,5,n,a structure consisting of a room or set of rooms at a single position along a vertical scale; what level is the office on?
floor,5,n,a large room in a exchange where the trading is done; he is a floor trader
floor,5,n,the legislative hall where members debate and vote and conduct other business; there was a motion from the floor
floor,5,n,the parliamentary right to address an assembly; the chairman granted him the floor
floor,5,n,a lower limit; the government established a wage floor
floor,5,n,the occupants of a floor; the whole floor complained about the lack of heat
floor,5,n,the bottom surface of any lake or other body of water
floor,5,n,the ground on which people and animals move about; the fire spared the forest floor
floor,5,n,the lower inside surface of any hollow structure; the floor of the pelvis; the floor of the cave
Flory,5,n,United States chemist who developed methods for studying long-chain molecules (1910-1985)
floss,5,n,a soft loosely twisted thread used in embroidery
flour,5,n,fine powdery foodstuff obtained by grinding and sifting the meal of a cereal grain
fluff,5,n,a blunder (especially an actor's forgetting the lines)
fluff,5,n,any light downy material
fluid,5,n,continuous amorphous matter that tends to flow and to conform to the outline of its container: a liquid or a gas
fluid,5,n,a substance that is fluid at room temperature and pressure
fluke,5,n,parasitic flatworms having external suckers for attaching to a host
fluke,5,n,either of the two lobes of the tail of a cetacean
fluke,5,n,flat bladelike projection on the arm of an anchor
fluke,5,n,a barb on a harpoon or arrow
flume,5,n,watercourse that consists of an open artificial chute filled with water for power or for carrying logs
flush,5,n,a sudden rapid flow (as of water); he heard the flush of a toilet; there was a little gush of blood; she attacked him with an outpouring of words
flush,5,n,a poker hand with all 5 cards in the same suit
flute,5,n,a high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown
flute,5,n,a groove or furrow in cloth etc (particularly a shallow concave groove on the shaft of a column)
flute,5,n,a tall narrow wineglass
focus,5,n,maximum clarity or distinctness of an image rendered by an optical system; in focus; out of focus
focus,5,n,maximum clarity or distinctness of an idea; the controversy brought clearly into focus an important difference of opinion
focus,5,n,the concentration of attention or energy on something; the focus of activity shifted to molecular biology; he had no direction in his life
focus,5,n,a fixed reference point on the concave side of a conic section
focus,5,n,a point of convergence of light (or other radiation) or a point from which it diverges
focus,5,n,a central point or locus of an infection in an organism; the focus of infection
folio,5,n,a book (or manuscript) consisting of large sheets of paper folded in the middle to make two leaves or four pages; the first folio of Shakespeare's plays
folks,5,n,your parents; he wrote to his folks every day
folly,5,n,foolish or senseless behavior
folly,5,n,the trait of acting stupidly or rashly
folly,5,n,the quality of being rash and foolish; trying to drive through a blizzard is the height of folly; adjusting to an insane society is total foolishness
Fomes,5,n,genus of bracket fungi forming corky or woody perennial shelflike sporophores often of large size; includes some that cause destructive heartrot in trees
Fomor,5,n,one of a group of Celtic sea demons sometimes associated with the hostile power of nature
Fonda,5,n,United States film actor (1905-1982)
Fonda,5,n,United States film actress and daughter of Henry Fonda (born in 1937)
foram,5,n,marine microorganism having a calcareous shell with openings where pseudopods protrude
foray,5,n,an initial attempt (especially outside your usual areas of competence); scientists' forays into politics
foray,5,n,a sudden short attack
force,5,n,physical energy or intensity; he hit with all the force he could muster; it was destroyed by the strength of the gale; a government has not the vitality and forcefulness of a living man
force,5,n,a powerful effect or influence; the force of his eloquence easily persuaded them
Force,5,n,formed in 1972 as a personal security force for Arafat and other PLO leaders; became one of PLO's elite units; has built an extensive infrastructure of terrorist cells and weapon depots in Europe while attacking Israeli targets
force,5,n,a group of people having the power of effective action; he joined forces with a band of adventurers
force,5,n,group of people willing to obey orders; a public force is necessary to give security to the rights of citizens
force,5,n,(physics) the influence that produces a change in a physical quantity; force equals mass times acceleration
forge,5,n,a workplace where metal is worked by heating and hammering
forge,5,n,furnace consisting of a special hearth where metal is heated before shaping
forte,5,n,the stronger part of a sword blade between the hilt and the foible
forte,5,n,an asset of special worth or utility; cooking is his forte
forte,5,n,a musical composition or musical passage to be performed loudly
Forth,5,n,a river in southern Scotland that flows eastward to the Firth of Forth
forty,5,n,the cardinal number that is the product of ten and four
forum,5,n,a public facility to meet for open discussion
forum,5,n,a public meeting or assembly for open discussion
fossa,5,n,largest carnivore of Madagascar; intermediate in some respects between cats and civets
Fossa,5,n,monotypic genus of Madagascar civets closely related to palm civets
found,5,n,food and lodging provided in addition to money; they worked for $30 and found
fovea,5,n,area consisting of a small depression in the retina containing cones and where vision is most acute
frail,5,n,a basket for holding dried fruit (especially raisins or figs)
frail,5,n,the weight of a frail (basket) full of raisins or figs; between 50 and 75 pounds
frame,5,n,one of the ten divisions into which bowling is divided
frame,5,n,a framework that supports and protects a picture or a mirror; the frame enhances but is not itself the subject of attention; the frame was much more valuable than the miror it held
frame,5,n,the framework for a pair of eyeglasses
frame,5,n,"a single one of a series of still transparent pictures forming a cinema, television or video film"
frame,5,n,an application that divides the user's display into two or more windows that can be scrolled independently
frame,5,n,a single drawing in a comic strip
franc,5,n,the basic monetary unit in many countries; equal to 100 centimes
frank,5,n,a smooth-textured sausage of minced beef or pork usually smoked; often served on a bread roll
Frank,5,n,a member of the ancient Germanic peoples who spread from the Rhine into the Roman Empire in the 4th century
fraud,5,n,something intended to deceive; deliberate trickery intended to gain an advantage
fraud,5,n,intentional deception resulting in injury to another person
freak,5,n,a person or animal that is markedly unusual or deformed
Freon,5,n,"any one or more chlorofluorocarbons (or related compounds) that are used as an aerosol propellant, organic solvent, or refrigerant"
Freud,5,n,Austrian neurologist who originated psychoanalysis (1856-1939)
Freya,5,n,(Norse mythology) goddess of love and fecundity; daughter of Njorth and sister of Frey
friar,5,n,a male member of a religious order that originally relied solely on alms
Frick,5,n,United States industrialist who amassed a fortune in the steel industry (1849-1919)
Frigg,5,n,(Norse mythology) goddess of the heavens and married love; wife of Odin
frill,5,n,a strip of pleated material used as a decoration or a trim
frill,5,n,an external body part consisting of feathers or hair about the neck of a bird or other animal
frill,5,n,(paleontology) a bony plate that curves upward behind the skull of many ceratopsian dinosaurs
frisk,5,n,the act of searching someone for concealed weapons or illegal drugs; he gave the suspect a quick frisk
frizz,5,n,the condition of being formed into small tight curls; her hair was in a frizz
frock,5,n,a habit worn by clerics
frock,5,n,"a long, loose outer garment"
frond,5,n,compound leaf of a fern or palm or cycad
front,5,n,the side that is seen or that goes first
front,5,n,the outward appearance of a person; he put up a bold front
front,5,n,the side that is forward or prominent
front,5,n,the part of something that is nearest to the normal viewer; he walked to the front of the stage
front,5,n,(meteorology) the atmospheric phenomenon created at the boundary between two different air masses
front,5,n,a sphere of activity involving effort; the Japanese were active last week on the diplomatic front; they advertise on many different fronts
Frost,5,n,United States poet famous for his lyrical poems on country life in New England (1874-1963)
frost,5,n,the formation of frost or ice on a surface
frost,5,n,ice crystals forming a white deposit (especially on objects outside)
frown,5,n,a facial expression of dislike or displeasure
fruit,5,n,the consequence of some effort or action; he lived long enough to see the fruit of his policies
fruit,5,n,the ripened reproductive body of a seed plant
frump,5,n,a dull unattractive unpleasant girl or woman; she got a reputation as a frump; she's a real dog
fryer,5,n,flesh of a medium-sized young chicken suitable for frying
Fuchs,5,n,British physicist who was born in Germany and fled Nazi persecution; in the 1940s he passed secret information to the USSR about the development of the atom bomb in the United States (1911-1988)
fucus,5,n,any member of the genus Fucus
fudge,5,n,soft creamy candy
Fuego,5,n,a volcano in south central Guatemala
fugue,5,n,a musical form consisting of a theme repeated a fifth above or a fourth below its first statement
fugue,5,n,a dreamlike state of altered consciousness that may last for hours or days
fugue,5,n,dissociative disorder in which a person forgets who they are and leaves home to create a new life; during the fugue there is no memory of the former life; after recovering there is no memory for events during the dissociative state
funds,5,n,assets in the form of money
Fungi,5,n,"the taxonomic kingdom including yeast, molds, smuts, mushrooms, and toadstools; distinct from the green plants"
furan,5,n,a colorless toxic flammable liquid used in the synthesis of nylon
furor,5,n,a sudden outburst (as of protest)
fusee,5,n,a friction match with a large head that will stay alight in the wind
fusee,5,n,a colored flare used as a warning signal by trucks and trains
fusil,5,n,a light flintlock musket
futon,5,n,mattress consisting of a pad of cotton batting that is used for sleeping on the floor or on a raised frame
gable,5,n,the vertical triangular wall between the sloping ends of gable roof
Gable,5,n,United States film actor (1901-1960)
Gabon,5,n,a republic on the west coast of Africa
Gabor,5,n,British physicist (born in Hungary) noted for his work on holography (1900-1979)
gaddi,5,n,a cushion on a throne for a prince in India
Gadus,5,n,type genus of the Gadidae: the typical codfishes
Gafsa,5,n,a city in west central Tunisia
Galan,5,n,"a mountain peak in the Andes in Argentina (21,654 feet high)"
galax,5,n,tufted evergreen perennial herb having spikes of tiny white flowers and glossy green round to heart-shaped leaves that become coppery to maroon or purplish in fall
galea,5,n,an organ shaped like a helmet; usually a vaulted and enlarged petal as in Aconitum
Galen,5,n,Greek anatomist whose theories formed the basis of European medicine until the Renaissance (circa 130-200)
gamma,5,n,the 3rd letter of the Greek alphabet
gamma,5,n,a unit of magnetic field strength equal to one-hundred-thousandth of an oersted
Gamow,5,n,United States physicist (born in Russia) who was a proponent of the big-bang theory and who did research in radioactivity and suggested the triplet code for DNA (1904-1968)
gamut,5,n,a complete extent or range: a face that expressed a gamut of emotions
gamut,5,n,the entire scale of musical notes
Gansu,5,n,a province in north-central China; formerly part of the Silk Road to Turkistan and India and Persia
Garbo,5,n,United States film actress (born in Sweden) known for her reclusiveness (1905-1990)
Gates,5,n,United States computer entrepreneur whose software company made him the youngest multi-billionaire in the history of the United States (born in 1955)
Gaudi,5,n,Spanish architect who was a leading exponent of art nouveau in Europe (1852-1926)
gaudy,5,n,(Britain) a celebratory reunion feast or entertainment held a college
gauge,5,n,a measuring instrument for measuring and indicating a quantity such as the thickness of wire or the amount of rain etc.
gauge,5,n,the thickness of wire
gauge,5,n,the distance between the rails of a railway or between the wheels of a train
gauge,5,n,accepted or approved instance or example of a quantity or quality against which others are judged or measured or compared
Gauri,5,n,"in Hinduism, goddess of purity and posterity and a benevolent aspect of Devi; the `brilliant'"
Gauss,5,n,German mathematician who developed the theory of numbers and who applied mathematics to electricity and magnetism and astronomy and geodesy (1777-1855)
gauss,5,n,a unit of magnetic flux density equal to 1 maxwell per square centimeter
gauze,5,n,a net of transparent fabric with a loose open weave
gauze,5,n,(medicine) bleached cotton cloth of plain weave used for bandages and dressings
gavel,5,n,a small mallet used by a presiding officer or a judge
Gavia,5,n,type genus of the Gavidae: loons
gayal,5,n,ox of southeast Asia sometimes considered a domesticated breed of the gaur
gecko,5,n,any of various small chiefly tropical and usually nocturnal insectivorous terrestrial lizards typically with immovable eyelids; completely harmless
gemma,5,n,small asexual reproductive structure in e.g. liverworts and mosses that detaches from the parent and develops into a new individual
genet,5,n,agile Old World viverrine having a spotted coat and long ringed tail
Genet,5,n,French writer of novels and dramas for the theater of the absurd (1910-1986)
Genet,5,n,French diplomat who in 1793 tried to draw the United States into the war between France and England (1763-1834)
genie,5,n,(Islam) an invisible spirit mentioned in the Koran and believed by Muslims to inhabit the earth and influence mankind by appearing in the form of humans or animals
genip,5,n,round one-inch Caribbean fruit with green leathery skin and sweet juicy translucent pulp; eaten like grapes
Genoa,5,n,a seaport in northwestern Italy; provincial capital of Liguria
genre,5,n,a class of art (or artistic endeavor) having a characteristic form or technique
genre,5,n,a kind of literary or artistic work
genus,5,n,a general kind of something; ignore the genus communism
genus,5,n,(biology) taxonomic group containing one or more species
geode,5,n,(mineralogy) a hollow rock or nodule with the cavity usually lined with crystals
Gerea,5,n,small genus of hairy herbs with yellow flowers
gesso,5,n,gypsum or plaster of Paris spread on a surface to make it suitable for painting or gilding (or a surface so prepared)
Ghana,5,n,a republic in West Africa on the Gulf of Guinea; Ghana was colonized as the Gold Coast by the British
ghost,5,n,a mental representation of some haunting experience; he looked like he had seen a ghost; it aroused specters from his past
ghost,5,n,the visible disembodied soul of a dead person
ghoul,5,n,an evil spirit or ghost
giant,5,n,any creature of exceptional size
giant,5,n,an unusually large enterprise; Walton built a retail giant
giant,5,n,an imaginary figure of superhuman size and strength; appears in folklore and fairy tales
giant,5,n,someone or something that is abnormally large and powerful
giant,5,n,a very large person; impressive in size or qualities
Gibbs,5,n,United States chemist (1839-1903)
Gidar,5,n,a Chadic language spoken south of Lake Chad
gimel,5,n,the 3rd letter of the Hebrew alphabet
Girru,5,n,the Babylonian god of fire; often invoked in incantations against sorcery
girth,5,n,the distance around a person's body
given,5,n,an assumption that is taken for granted
giver,5,n,someone who devotes himself completely; there are no greater givers than those who give themselves
gland,5,n,any of various organs that synthesize substances needed by the body and release it through ducts or directly into the bloodstream
glans,5,n,a small rounded structure; especially that at the end of the penis or clitoris
glare,5,n,an angry stare
glare,5,n,a light within the field of vision that is brighter than the brightness to which the eyes are adapted; a glare of sunlight
glass,5,n,a container made of glass for holding liquids while drinking
glass,5,n,glassware collectively; She collected old glass
glass,5,n,the quantity a glass will hold
glass,5,n,a brittle transparent solid with irregular atomic structure
Glaux,5,n,sea milkwort
glaze,5,n,"a coating for ceramics, metal, etc."
glaze,5,n,a glossy finish on a fabric
glaze,5,n,any of various thin shiny (savory or sweet) coatings applied to foods
gleam,5,n,an appearance of reflected light
gleam,5,n,a flash of light (especially reflected light)
gleba,5,n,fleshy spore-bearing inner mass of e.g. a puffball or stinkhorn
glebe,5,n,plot of land belonging to an English parish church or an ecclesiastical office
gleet,5,n,a thin morbid discharge as from a wound or especially chronic gonorrhea
Glenn,5,n,made the first orbital rocket-powered flight by a United States astronaut in 1962; later in United States Senate (1921-)
glide,5,n,the activity of flying a glider
glint,5,n,a spatially localized brightness
gloat,5,n,malicious satisfaction
globe,5,n,a sphere on which a map (especially of the earth) is represented
glogg,5,n,Scandinavian punch made of claret and aquavit with spices and raisins and orange peel and sugar
gloom,5,n,a feeling of melancholy apprehension
gloom,5,n,a state of partial or total darkness; he struck a match to dispel the gloom
gloom,5,n,an atmosphere of depression and melancholy; gloom pervaded the office
glory,5,n,brilliant radiant beauty; the glory of the sunrise
glory,5,n,a state of high honor; he valued glory above life itself
gloss,5,n,an explanation or definition of an obscure word in a text
glove,5,n,handwear: covers the hand and wrist
Gluck,5,n,German composer of more than 100 operas (1714-1787)
glume,5,n,small dry membranous bract found in inflorescences of Gramineae and Cyperaceae
gluon,5,n,a gauge boson that mediates strong interaction among quarks
glyph,5,n,glyptic art in the form of a symbolic figure carved or incised in relief
G-man,5,n,a special law-enforcement agent of the Federal Bureau of Investigation
gnome,5,n,a short pithy saying expressing a general truth
gnome,5,n,a legendary creature resembling a tiny old man; lives in the depths of the earth and guards buried treasure
Gobio,5,n,true gudgeons
Godel,5,n,United States mathematician (born in Austria) who is remembered principally for demonstrating the limitations of axiomatic systems (1906-1978)
gofer,5,n,an employee whose duties include running errands
Gogol,5,n,Russian writer who introduced realism to Russian literature (1809-1852)
going,5,n,advancing toward a goal; persuading him was easy going; the proposal faces tough sledding
golem,5,n,(Jewish folklore) an artificially created human being that is given life by supernatural means
Golgi,5,n,Italian histologist noted for work on the structure of the nervous system and for his discovery of Golgi bodies (1844-1926)
gonad,5,n,a gland in which gametes (sex cells) are produced
Gondi,5,n,a Dravidian language spoken by the Gond in south central India
goner,5,n,a person in desperate straits; someone doomed; I'm a goner if this plan doesn't work; one mistake and you're toast
gonif,5,n,(Yiddish) a thief or dishonest person or scoundrel (often used as a general term of abuse)
Gonne,5,n,Irish patriot and a founder of the Sinn Fein (1865-1953)
Goofy,5,n,a cartoon character created by Walt Disney
goose,5,n,web-footed long-necked typically gregarious migratory aquatic birds usually larger and less aquatic than ducks
goose,5,n,flesh of a goose (domestic or wild)
goral,5,n,small goat antelope with small conical horns; of southern Asian mountains
gorge,5,n,a deep ravine (usually with a river running through it)
Gorky,5,n,Russian writer of plays and novels and short stories; noted for his depiction of social outcasts
gorse,5,n,very spiny and dense evergreen shrub with fragrant golden-yellow flowers; common throughout western Europe
Gouda,5,n,mild cream-colored Dutch cheese shaped in balls
Goudy,5,n,United States printer noted for designing typefaces (1865-1947)
gouge,5,n,the act of gouging
gouge,5,n,and edge tool with a blade like a trough for cutting channels or grooves
Gould,5,n,United States financier who gained control of the Erie Canal and who caused a financial panic in 1869 when he attempted to corner the gold market (1836-1892)
Gould,5,n,United States paleontologist and popularizer of science (1941-2002)
gourd,5,n,bottle made from the dried shell of a bottle gourd
gourd,5,n,any vine of the family Cucurbitaceae that bears fruits with hard rinds
gourd,5,n,any of numerous inedible fruits with hard rinds
grace,5,n,a disposition to kindness and compassion; the victor's grace in treating the vanquished
grace,5,n,(Christian theology) the free and unmerited favor or beneficence of God; God's grace is manifested in the salvation of sinners; there but for the grace of God go I
grace,5,n,elegance and beauty of movement or expression; a beautiful figure which she used in subtle movements of unparalleled grace
grace,5,n,a short prayer of thanks before a meal; their youngest son said grace
Grace,5,n,(Greek mythology) one of three sisters who were the givers of beauty and charm; a favorite subject for sculptors
grace,5,n,(Christian theology) a state of sanctification by God; the state of one who is under such divine influence; the conception of grace developed alongside the conception of sin; it was debated whether saving grace could be obtained outside the membership of the church; the Virgin lived in a state of grace
grace,5,n,"a period of time past the deadline for fulfilling an obligation during which a penalty that would be imposed for being late is waived, especially an extended period granted as a special favor; The payment had originally been due on April 1 but we had a grace period which expired in June."
grade,5,n,a variety of cattle produced by crossbreeding with a superior breed
grade,5,n,the gradient of a slope or road or other surface; the road had a steep grade
grade,5,n,the height of the ground on which something stands; the base of the tower was below grade
grade,5,n,a degree of ablaut
grade,5,n,a relative position or degree of value in a graded group; lumber of the highest grade
graft,5,n,the act of grafting something onto something else
graft,5,n,(surgery) tissue or organ transplanted from a donor to a recipient; in some cases the patient can be both donor and recipient
grail,5,n,(legend) chalice used by Christ at the Last Supper
grail,5,n,the object of any prolonged endeavor
grain,5,n,"the direction, texture, or pattern of fibers found in wood or leather or stone or in a woven fabric; saw the board across the grain"
grain,5,n,the smallest possible unit of anything; there was a grain of truth in what he said; he does not have a grain of sense
grain,5,n,foodstuff prepared from the starchy grains of cereal grasses
grain,5,n,a relatively small granular particle of a substance; a grain of sand; a grain of sugar
grain,5,n,a cereal grass; wheat is a grain that is grown in Kansas
grain,5,n,"dry seed-like fruit produced by the cereal grasses: e.g. wheat, barley, Indian corn"
grain,5,n,1/7000 pound; equals a troy grain or 64.799 milligrams
grain,5,n,1/60 dram; equals an avoirdupois grain or 64.799 milligrams
grain,5,n,a weight unit used for pearls or diamonds: 50 mg or 1/4 carat
grain,5,n,the side of leather from which the hair has been removed
grama,5,n,pasture grass of plains of South America and western North America
grant,5,n,the act of providing a subsidy
grant,5,n,a right or privilege that has been granted
Grant,5,n,18th President of the United States; commander of the Union armies in the American Civil War (1822-1885)
Grant,5,n,United States actor (born in England) who was the elegant leading man in many films (1904-1986)
Grant,5,n,Scottish painter; cousin of Lytton Strachey and member of the Bloomsbury Group (1885-1978)
grant,5,n,(law) a transfer of property by deed of conveyance
grant,5,n,any monetary aid
grape,5,n,any of various juicy fruit of the genus Vitis with green or purple skins; grow in clusters
grape,5,n,any of numerous woody vines of genus Vitis bearing clusters of edible berries
graph,5,n,"a visual representation of the relations between certain quantities, represented as points, plotted with reference to a set of axes"
Grass,5,n,German writer of novels and poetry and plays (born 1927)
grass,5,n,narrow-leaved green herbage: grown as lawns; used as pasture for grazing animals; cut and dried as hay
grate,5,n,a frame of iron bars to hold a fire
grate,5,n,a barrier that has parallel or crossed bars blocking a passage but admitting air
grate,5,n,a harsh rasping sound made by scraping something
grave,5,n,a place for the burial of a corpse (especially beneath the ground and marked by a tombstone); he put flowers on his mother's grave
grave,5,n,death of a person; he went to his grave without forgiving me; from cradle to grave
gravy,5,n,the seasoned but not thickened juices that drip from cooking meats; often a little water is added
gravy,5,n,"a sauce made by adding stock, flour, or other ingredients to the juice and fat that drips from cooking meats"
graze,5,n,the act of grazing
graze,5,n,a superficial abrasion
great,5,n,a person who has achieved distinction and honor in some field; he is one of the greats of American music
