Word,Count,POS,Definition
speck,5,n,a very small spot; the plane was just a speck in the sky
speed,5,n,changing location rapidly
speed,5,n,a rate (usually rapid) at which something happens; the project advanced with gratifying speed
speed,5,n,distance travelled per unit time
Speer,5,n,German Nazi architect who worked for Hitler (1905-1981)
Speke,5,n,English explorer who with Sir Richard Burton was the first European to explore Lake Tanganyika; he also discovered Lake Victoria and named it (1827-1864)
spell,5,n,a verbal formula believed to have magical force; he whispered a spell as he moved his hands; inscribed around its base is a charm in Balinese
spelt,5,n,hardy wheat grown mostly in Europe for livestock feed
sperm,5,n,the male reproductive cell; the male gamete; a sperm is mostly a nucleus surrounded by little other cellular material
Spica,5,n,the brightest star in Virgo
spice,5,n,any of a variety of pungent aromatic vegetable substances used for flavoring food
spice,5,n,aromatic substances of vegetable origin used as a preservative
spiel,5,n,plausible glib talk (especially useful to a salesperson)
spiff,5,n,attractiveness in appearance or dress or manner; he gets by largely on pure spiff
spike,5,n,sports equipment consisting of a sharp point on the sole of a shoe worn by athletes; spikes provide greater traction
spike,5,n,a large stout nail; they used spikes to fasten the rails to a railroad tie
spike,5,n,"any holding device consisting of a rigid, sharp-pointed object; the spike pierced the receipts and held them in order"
spike,5,n,"a long, thin sharp-pointed implement (wood or metal); one of the spikes impaled him"
spike,5,n,a sharp-pointed projection along the top of a fence or wall (or a dinosaur)
spike,5,n,each of the sharp points on the soles of athletic shoes to prevent slipping (or the shoes themselves); the second baseman sharpened his spikes before every game; golfers' spikes damage the putting greens
spike,5,n,a transient variation in voltage or current
spike,5,n,a sharp rise followed by a sharp decline; the seismograph showed a sharp spike in response to the temblor
spike,5,n,(botany) an indeterminate inflorescence bearing sessile flowers on an unbranched axis
spill,5,n,a sudden drop from an upright position; he had a nasty spill on the ice
spill,5,n,the act of allowing a fluid to escape
spill,5,n,liquid that is spilled; clean up the spills
spine,5,n,a sharp rigid animal process or appendage; as a porcupine quill or a ridge on a bone or a ray of a fish fin
spine,5,n,the part of a book's cover that encloses the inner side of the book's pages and that faces outward when the book is shelved; the title and author were printed on the spine of the book
spine,5,n,a small sharp-pointed tip resembling a spike on a stem or leaf
spitz,5,n,any of various stocky heavy-coated breeds of dogs native to northern regions having pointed muzzles and erect ears with a curled furry tail
splat,5,n,a slat of wood in the middle of the back of a straight chair
splat,5,n,a single splash; he heard a splat as it hit the floor
splay,5,n,an outward bevel around a door or window that makes it seem larger
split,5,n,extending the legs at right angles to the trunk (one in front and the other in back)
split,5,n,an increase in the number of outstanding shares of a corporation without changing the shareholders' equity; they announced a two-for-one split of the common stock
split,5,n,(tenpin bowling) a divided formation of pins left standing after the first bowl; he was winning until he got a split in the tenth frame
split,5,n,a dessert of sliced fruit and ice cream covered with whipped cream and cherries and nuts
Split,5,n,an old Croatian city on the Adriatic Sea
split,5,n,a lengthwise crack in wood; he inserted the wedge into a split in the log
split,5,n,a promised or claimed share of loot or money; he demanded his split before they disbanded
split,5,n,a bottle containing half the usual amount
Spock,5,n,United States pediatrician whose many books on child care influenced the upbringing of children around the world (1903-1998)
Spode,5,n,a brand of fine English porcelain
Spode,5,n,English potter who started a pottery famous for its bone china (1754-1827)
spoil,5,n,the act of stripping and taking by force
spoil,5,n,the act of spoiling something by causing damage to it; her spoiling my dress was deliberate
spoil,5,n,(usually plural) valuables taken by violence (especially in war); to the victor belong the spoils of the enemy
spoke,5,n,support consisting of a radial member of a wheel joining the hub to the rim
spoon,5,n,a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food
spoon,5,n,formerly a golfing wood with an elevated face
spoon,5,n,as much as a spoon will hold; he added two spoons of sugar
spoor,5,n,the trail left by a person or an animal; what the hunter follows in pursuing game; the hounds followed the fox's spoor
spore,5,n,a small usually single-celled asexual reproductive body produced by many nonflowering plants and fungi and some bacteria and protozoans and that are capable of developing into a new individual without sexual fusion; a sexual spore is formed after the fusion of gametes
Spork,5,n,trademark for a plastic eating utensil that has both tines and a bowl like a spoon
sport,5,n,the occupation of athletes who compete for pay
sport,5,n,an active diversion requiring physical exertion and competition
sport,5,n,someone who engages in sports
sport,5,n,a person known for the way she (or he) behaves when teased or defeated or subjected to trying circumstances; a good sport; a poor sport
sport,5,n,(Maine colloquial) a temporary summer resident of Maine
spout,5,n,an opening that allows the passage of liquids or grain
sprag,5,n,a chock or bar wedged under a wheel or between the spokes to prevent a vehicle from rolling down an incline
sprat,5,n,small fatty European fish; usually smoked or canned like sardines
spray,5,n,flower arrangement consisting of a single branch or shoot bearing flowers and foliage
spray,5,n,a jet of vapor
spray,5,n,a quantity of small objects flying through the air; a spray of bullets
spray,5,n,a pesticide in suspension or solution; intended for spraying
spray,5,n,water in small drops in the atmosphere; blown from waves or thrown up by a waterfall
spree,5,n,a brief indulgence of your impulses
sprig,5,n,an ornament that resembles a spray of leaves or flowers
sprit,5,n,a light spar that crosses a fore-and-aft sail diagonally
sprog,5,n,a child
sprog,5,n,a new military recruit
sprue,5,n,a chronic disorder that occurs in tropical and non-tropical forms and in both children and adults; nutrients are not absorbed; symptoms include foul-smelling diarrhea and emaciation
spume,5,n,foam or froth on the sea
squab,5,n,an unfledged pigeon
squab,5,n,a soft padded sofa
squab,5,n,flesh of a pigeon suitable for roasting or braising; flesh of a dove (young squab) may be broiled
squad,5,n,a smallest army unit
squat,5,n,the act of assuming or maintaining a crouching position with the knees bent and the buttocks near the heels
squaw,5,n,derogatory terms for an American Indian woman
squib,5,n,firework consisting of a tube filled with powder (as a broken firecracker) that burns with a fizzing noise
squid,5,n,widely distributed fast-moving ten-armed cephalopod mollusk having a long tapered body with triangular tail fins
squid,5,n,(Italian cuisine) squid prepared as food
stack,5,n,an orderly pile
Stael,5,n,French romantic writer (1766-1817)
staff,5,n,a strong rod or stick with a specialized utilitarian purpose; he walked with the help of a wooden staff
staff,5,n,(music) the system of five horizontal lines on which the musical notes are written
staff,5,n,a rod carried as a symbol
staff,5,n,the body of teachers and administrators at a school; the dean addressed the letter to the entire staff of the university
staff,5,n,personnel who assist their superior in carrying out an assigned task; the hospital has an excellent nursing staff; the general relied on his staff to make routine decisions
staff,5,n,building material consisting of plaster and hair; used to cover external surfaces of temporary structure (as at an exposition) or for decoration
stage,5,n,a section or portion of a journey or course; then we embarked on the second stage of our Caribbean cruise
stage,5,n,a large platform on which people can stand and can be seen by an audience; he clambered up onto the stage and got the actors to help him into the box
stage,5,n,a small platform on a microscope where the specimen is mounted for examination
stage,5,n,the theater as a profession (usually `the stage'); an early movie simply showed a long kiss by two actors of the contemporary stage
stage,5,n,any scene regarded as a setting for exhibiting or doing something; All the world's a stage--Shakespeare; it set the stage for peaceful negotiations
stain,5,n,a soiled or discolored appearance; the wine left a dark stain
stain,5,n,(microscopy) a dye or other coloring material that is used in microscopy to make structures visible
stake,5,n,a strong wooden or metal post with a point at one end so it can be driven into the ground
stake,5,n,instrument of execution consisting of a vertical post that a victim is tied to for burning
stake,5,n,the money risked on a gamble
stalk,5,n,a stiff or threatening gait
stalk,5,n,the act of following prey stealthily
stalk,5,n,a hunt for game carried on by following it stealthily or waiting in ambush
stalk,5,n,a slender or elongated structure that supports a plant or fungus or a plant part or plant organ
stall,5,n,a tactic used to mislead or delay
stall,5,n,a booth where articles are displayed for sale
stall,5,n,a compartment in a stable where a single animal is confined and fed
stall,5,n,seating in the forward part of the main level of a theater
stall,5,n,a malfunction in the flight of an aircraft in which there is a sudden loss of lift that results in a downward plunge; the plane went into a stall and I couldn't control it
stamp,5,n,a block or die used to imprint a mark or design
stamp,5,n,machine consisting of a heavy bar that moves vertically for pounding or crushing ores
stamp,5,n,a symbol that is the result of printing or engraving; he put his stamp on the envelope
stamp,5,n,a type or class; more men of his stamp are needed
stand,5,n,a defensive effort; the army made a final stand at the Rhone
stand,5,n,a stop made by a touring musical or theatrical group to give a performance; a one-night stand
stand,5,n,tiered seats consisting of a structure (often made of wood) where people can sit to watch an event (game or parade)
stand,5,n,a small table for holding articles of various kinds; a bedside stand
stand,5,n,an interruption of normal activity
stand,5,n,a growth of similar plants (usually trees) in a particular area; they cut down a stand of trees
stand,5,n,the position where a thing or person stands
stare,5,n,a fixed look with eyes open wide
Starr,5,n,rock star and drummer for the Beatles (born in 1940)
start,5,n,a turn to be a starter (in a game at the beginning); he got his start because one of the regular pitchers was in the hospital; his starting meant that the coach thought he was one of their best linemen
start,5,n,the advantage gained by beginning early (as in a race); with an hour's start he will be hard to catch
start,5,n,the beginning of anything; it was off to a good start
start,5,n,a line indicating the location of the start of a race or a game
state,5,n,the way something is with respect to its main attributes; the current state of knowledge; his state of health; in a weak financial state
state,5,n,a politically organized body of people under a single government; the state has elected a new president; African nations; students who had come to the nation's capitol; the country's largest manufacturer; an industrialized land
state,5,n,the group of people comprising the government of a sovereign state; the state has lowered its income tax
state,5,n,the territory occupied by one of the constituent administrative districts of a nation; his state is in the deep south
state,5,n,a state of depression or agitation; he was in such a state you just couldn't reason with him
stave,5,n,one of several thin slats of wood forming the sides of a barrel or bucket
stead,5,n,the post or function properly or customarily occupied or served by another; can you go in my stead?; took his place; in lieu of
steak,5,n,a slice of meat cut from the fleshy part of an animal or large fish
steal,5,n,a stolen base; an instance in which a base runner advances safely during the delivery of a pitch (without the help of a hit or walk or passed ball or wild pitch)
steam,5,n,water at boiling temperature diffused in the atmosphere
steed,5,n,(literary) a spirited horse for state of war
steel,5,n,knife sharpener consisting of a ridged steel rod
steel,5,n,an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range
Steen,5,n,Dutch genre painter (1626-1679)
steep,5,n,a steep place (as on a hill)
Stein,5,n,experimental expatriate United States writer (1874-1946)
stele,5,n,an ancient upright stone slab bearing markings
stele,5,n,the usually cylindrical central vascular portion of the axis of a vascular plant
stent,5,n,a slender tube inserted inside a tubular body part (as a blood vessel) to provide support during and after surgical anastomosis
steps,5,n,the course along which a person has walked or is walking in; I followed in his steps; he retraced his steps; his steps turned toward home
stern,5,n,the rear part of a ship
Stern,5,n,United States concert violinist (born in Russia in 1920)
stick,5,n,threat of a penalty; the policy so far is all stick and no carrot
stick,5,n,an implement consisting of a length of wood; he collected dry sticks for a campfire; the kid had a candied apple on a stick
stick,5,n,a long thin implement resembling a length of wood; cinnamon sticks; a stick of dynamite
stick,5,n,a lever used by a pilot to control the ailerons and elevators of an airplane
stick,5,n,a long implement (usually made of wood) that is shaped so that hockey or polo players can hit a puck or ball
stick,5,n,a rectangular quarter pound block of butter or margarine
stick,5,n,a small thin branch of a tree
stiff,5,n,an ordinary man; a lucky stiff; a working stiff
stile,5,n,an upright that is a member in a door or window frame
still,5,n,an apparatus used for the distillation of liquids; consists of a vessel in which a substance is vaporized by heat and a condenser where the vapor is condensed
still,5,n,a static photograph (especially one taken from a movie and used for advertising purposes); he wanted some stills for a magazine ad
stilt,5,n,long-legged three-toed black-and-white wading bird of inland ponds and marshes or brackish lagoons
stilt,5,n,long-legged three-toed wading bird of brackish marshes of Australia
stilt,5,n,one of two stout poles with foot rests in the middle; used for walking high above the ground; he was so tall I thought he was on stilts
sting,5,n,operation designed to catch a person committing a criminal act; the police conducted a sting operation
sting,5,n,a painful wound caused by the thrust of an insect's stinger into skin
sting,5,n,a kind of pain; something as sudden and painful as being stung; the sting of death; he felt the stinging of nettles
stint,5,n,an individual's prescribed share of work; her stint as a lifeguard exhausted her
stipe,5,n,supporting stalk or stem-like structure especially of a pistil or fern frond or supporting a mushroom cap
stirk,5,n,yearling heifer or bullock
stoat,5,n,the ermine in its brown summer coat with black-tipped tail
stock,5,n,the merchandise that a shop has on hand; they carried a vast inventory of hardware; they stopped selling in exact sizes in order to reduce inventory
stock,5,n,the handle end of some implements or tools; he grabbed the cue by the stock
stock,5,n,the handle of a handgun or the butt end of a rifle or shotgun or part of the support of a machine gun or artillery gun; the rifle had been fitted with a special stock
stock,5,n,lumber used in the construction of something; they will cut round stock to 1-inch diameter
stock,5,n,any of several Old World plants cultivated for their brightly colored flowers
stock,5,n,a plant or stem onto which a graft is made; especially a plant grown specifically to provide the root part of grafted plants
stock,5,n,persistent thickened stem of a herbaceous perennial plant
stock,5,n,the capital raised by a corporation through the issue of shares entitling holders to an ownership interest (equity); he owns a controlling share of the company's stock
stock,5,n,the reputation and popularity a person has; his stock was so high he could have been elected mayor
stogy,5,n,a cheap cigar
Stoic,5,n,a member of the ancient Greek school of philosophy founded by Zeno; a Stoic achieves happiness by submission to destiny
stoic,5,n,someone who is seemingly indifferent to emotions
stole,5,n,a wide scarf worn about their shoulders by women
stoma,5,n,a mouth or mouthlike opening (especially one created by surgery on the surface of the body to create an opening to an internal organ)
stoma,5,n,a minute epidermal pore in a leaf or stem through which gases and water vapor can pass
stomp,5,n,a dance involving a rhythmical stamping step
stone,5,n,building material consisting of a piece of rock hewn in a definite shape for a special purpose; he wanted a special stone to mark the site
stone,5,n,a lack of feeling or expression or movement; he must have a heart of stone; her face was as hard as stone
Stone,5,n,United States architect (1902-1978)
Stone,5,n,United States jurist who served on the United States Supreme Court as chief justice (1872-1946)
Stone,5,n,United States journalist who advocated liberal causes (1907-1989)
Stone,5,n,United States feminist and suffragist (1818-1893)
Stone,5,n,United States filmmaker (born in 1946)
Stone,5,n,United States jurist who was named chief justice of the United States Supreme Court in 1941 by Franklin D. Roosevelt (1872-1946)
stone,5,n,the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed; you should remove the stones from prunes before cooking
stone,5,n,an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds; a heavy chap who must have weighed more than twenty stone
stool,5,n,a simple seat without a back or arms
stool,5,n,(forestry) the stump of a tree that has been felled or headed for the production of saplings
stoop,5,n,an inclination of the top half of the body forward and downward
stoop,5,n,small porch or set of steps at the front entrance of a house
store,5,n,a supply of something available for future use; he brought back a large store of Cuban cigars
stork,5,n,large mostly Old World wading birds typically having white-and-black plumage
storm,5,n,a direct and violent assault on a stronghold
storm,5,n,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning
storm,5,n,a violent commotion or disturbance; the storms that had characterized their relationship had died away; it was only a tempest in a teapot
story,5,n,a piece of fiction that narrates a chain of related events; he writes stories for the magazines
stoup,5,n,basin for holy water
stoup,5,n,an archaic drinking vessel
stout,5,n,a garment size for a large or heavy person
stout,5,n,a strong very dark heavy-bodied ale made from pale malt and roasted unmalted barley and (often) caramel malt with hops
stove,5,n,any heating apparatus
stove,5,n,a kitchen appliance used for cooking food; dinner was already on the stove
Stowe,5,n,United States writer of a novel about slavery that advanced the abolitionists' cause (1811-1896)
strap,5,n,whip consisting of a strip of leather used in flogging
strap,5,n,an elongated leather strip (or a strip of similar material) for binding things together or holding something in position
strap,5,n,a band that goes over the shoulder and supports a garment or bag
strap,5,n,hanger consisting of a loop of leather suspended from the ceiling of a bus or train; passengers hold onto it
straw,5,n,a thin paper or plastic tube used to suck liquids into the mouth
straw,5,n,plant fiber used e.g. for making baskets and hats or as fodder
stray,5,n,an animal that has strayed (especially a domestic animal)
stria,5,n,any of a number of tiny parallel grooves such as: the scratches left by a glacier on rocks or the streaks or ridges in muscle tissue
strip,5,n,a form of erotic entertainment in which a dancer gradually undresses to music; she did a strip right in front of everyone
strip,5,n,artifact consisting of a narrow flat piece of material
strip,5,n,thin piece of wood or metal
strip,5,n,a relatively long narrow piece of something; he felt a flat strip of muscle
Strix,5,n,owls lacking ear tufts
strop,5,n,a leather strap used to sharpen razors
strum,5,n,sound of strumming; the strum of a guitar
strut,5,n,a proud stiff pompous gait
strut,5,n,brace consisting of a bar or rod used to resist longitudinal compression
study,5,n,a room used for reading and writing and studying; he knocked lightly on the closed door of the study
study,5,n,a state of deep mental absorption; she is in a deep study
study,5,n,applying the mind to learning and understanding a subject (especially by reading); mastering a second language requires a lot of work; no schools offer graduate study in interior design
study,5,n,a composition intended to develop one aspect of the performer's technique; a study in spiccato bowing
study,5,n,someone who memorizes quickly and easily (as the lines for a part in a play); he is a quick study
stuff,5,n,miscellaneous unspecified objects; the trunk was full of stuff
stuff,5,n,unspecified qualities required to do or be something; the stuff of heros; you don't have the stuff to be a United States Marine
stuff,5,n,a critically important or characteristic component; suspense is the very stuff of narrative
stuff,5,n,senseless talk; don't give me that stuff
stuff,5,n,information in some unspecified form; it was stuff I had heard before; there's good stuff in that book
stuff,5,n,informal terms for personal possessions; did you take all your clobber?
stump,5,n,(cricket) any of three upright wooden posts that form the wicket
stump,5,n,the part of a limb or tooth that remains after the rest is removed
stump,5,n,the base part of a tree that remains standing after the tree has been felled
stunt,5,n,a difficult or unusual or dangerous feat; usually done to gain attention
stunt,5,n,a creature (especially a whale) that has been prevented from attaining full growth
stupa,5,n,a dome-shaped shrine erected by Buddhists
style,5,n,a slender bristlelike or tubular process; a cartilaginous style
style,5,n,a particular kind (as to appearance); this style of shoe is in demand
style,5,n,editorial directions to be followed in spelling and punctuation and capitalization and typographical display
style,5,n,(botany) the narrow elongated part of the pistil between the ovary and the stigma
Sucre,5,n,the judicial capital and seat of the judiciary in Bolivia
sucre,5,n,the basic unit of money in Ecuador; equal to 100 centavos
Sudan,5,n,a region of northern Africa to the south of the Sahara and Libyan deserts; extends from the Atlantic to the Red Sea
Sudan,5,n,a republic in northeastern Africa on the Red Sea; achieved independence from Egypt and the United Kingdom in 1956
sudra,5,n,the lowest of the four varnas: the servants and workers of low status
suede,5,n,leather with a napped surface
sugar,5,n,a white crystalline carbohydrate used as a sweetener and preservative
suite,5,n,apartment consisting of a series of connected rooms used as a living unit (as in a hotel)
suite,5,n,a musical composition of several movements only loosely connected
suite,5,n,a matching set of furniture
Sukur,5,n,a Chadic language spoken south of Lake Chad
sulky,5,n,a light two-wheeled vehicle for one person; drawn by one horse
Sulla,5,n,Roman general and dictator (138-78 BC)
Sully,5,n,French statesman (1560-1641)
Sully,5,n,United States painter (born in England) of portraits and historical scenes (1783-1872)
sumac,5,n,a shrub or tree of the genus Rhus (usually limited to the non-poisonous members of the genus)
sumac,5,n,wood of a sumac
Sumer,5,n,an area in the southern region of Babylonia in present-day Iraq; site of the Sumerian civilization of city-states that flowered during the third millennium BC
Sunni,5,n,one of the two main branches of orthodox Islam
surge,5,n,a sudden or abrupt strong increase; stimulated a surge of speculation; an upsurge of emotion; an upsurge in violent crime
Surya,5,n,an important god of later Hinduism; the sun god or the sun itself worshipped as the source of warmth and light
sushi,5,n,rice (with raw fish) wrapped in seaweed
sutra,5,n,a rule or aphorism in Sanskrit literature or a group of aphoristic doctrinal summaries prepared for memorization
swale,5,n,a low area (especially a marshy area between ridges)
swami,5,n,a Hindu religious teacher; used as a title of respect
swamp,5,n,low land that is seasonally flooded; has more woody plants than a marsh and better drainage than a bog
swamp,5,n,a situation fraught with difficulties and imponderables; he was trapped in a medical swamp
swarm,5,n,a group of many things in the air or on the ground; a swarm of insects obscured the light; clouds of blossoms; it discharged a cloud of spores
swash,5,n,the movement or sound of water; the swash of waves on the beach
swath,5,n,a path or strip (as cut by one course of mowing)
swath,5,n,the space created by the swing of a scythe or the cut of a mowing machine
Swazi,5,n,a Bantu language closely related to Zulu
Swazi,5,n,a member of a southeast African people living in Swaziland and adjacent areas
sweat,5,n,condensation of moisture on a cold surface; the cold glasses were streaked with sweat
Swede,5,n,a native or inhabitant of Sweden
sweep,5,n,a movement in an arc; a sweep of his arm
sweep,5,n,a long oar used in an open boat
sweep,5,n,a wide scope; the sweep of the plains
sweet,5,n,the taste experience when sugar dissolves in the mouth
sweet,5,n,a food rich in sugar
Sweet,5,n,English phonetician; one of the founders of modern phonetics (1845-1912)
swell,5,n,a crescendo followed by a decrescendo
swell,5,n,the undulating movement of the surface of the open sea
swell,5,n,a rounded elevation (especially one on an ocean floor)
swift,5,n,a small bird that resembles a swallow and is noted for its rapid flight
Swift,5,n,an English satirist born in Ireland (1667-1745)
Swift,5,n,United States meat-packer who began the use of refrigerated railroad cars (1839-1903)
swine,5,n,stout-bodied short-legged omnivorous animals
swing,5,n,changing location by moving back and forth
swing,5,n,a square dance figure; a pair of dancers join hands and dance around a point between them
swing,5,n,a sweeping blow or stroke; he took a wild swing at my head
swing,5,n,mechanical device used as a plaything to support someone swinging back and forth
swing,5,n,a style of jazz played by big bands popular in the 1930s; flowing rhythms but less complex than later styles of jazz
swing,5,n,a state of steady vigorous action that is characteristic of an activity; the party went with a swing; it took time to get into the swing of things
swipe,5,n,a sweeping stroke or blow
swish,5,n,a brushing or rustling sound
Swiss,5,n,the natives or inhabitants of Switzerland
swoop,5,n,a swift descent through the air
swoop,5,n,a very rapid raid
swoop,5,n,(music) rapid sliding up or down the musical scale; the violinist was indulgent with his swoops and slides
sword,5,n,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard
sylph,5,n,an elemental being believed to inhabit the air
sylph,5,n,a slender graceful young woman
Synge,5,n,Irish poet and playwright whose plays are based on rural Irish life (1871-1909)
synod,5,n,a council convened to discuss ecclesiastical business
Syria,5,n,an Asian republic in the Middle East at the east end of the Mediterranean; site of some of the world's most ancient centers of civilization
syrup,5,n,a thick sweet sticky liquid
Szell,5,n,United States conductor (born in Hungary) (1897-1970)
tabby,5,n,female cat
tabby,5,n,a cat with a grey or tawny coat mottled with black
tabes,5,n,wasting of the body during a chronic disease
table,5,n,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs; it was a sturdy table
table,5,n,a piece of furniture with tableware for a meal laid out on it; I reserved a table at my favorite restaurant
table,5,n,a set of data arranged in rows and columns; see table 1
table,5,n,a company of people assembled at a table for a meal or game; he entertained the whole table with his witty remarks
taboo,5,n,an inhibition or ban resulting from social custom or emotional aversion
taboo,5,n,a prejudice (especially in Polynesia and other South Pacific islands) that prohibits the use or mention of something because of its sacred nature
tabor,5,n,a small drum with one head of soft calfskin
Tabuk,5,n,a city in northwestern Saudi Arabia
tabun,5,n,"the first known nerve agent, synthesized by German chemists in 1936; a highly toxic combustible liquid that is soluble in organic solvents and is used as a nerve gas in chemical warfare"
Tacca,5,n,genus of tropical plants with creeping rootstocks and small umbellate flowers
Taegu,5,n,a city in southeastern South Korea
taffy,5,n,chewy candy of sugar or syrup boiled until thick and pulled until glossy
Tagus,5,n,a European river; flows into the North Atlantic
Tajik,5,n,an ethnic group (mostly Moslem) living in Tajikistan and neighboring areas of Uzbekistan and Afghanistan and China
Tajik,5,n,a native or inhabitant of Tajikistan and neighboring areas of Uzbekistan and Afghanistan and China
taker,5,n,one who takes a bet or wager
taker,5,n,one who accepts an offer
takin,5,n,large heavily built goat antelope of eastern Himalayan area
talon,5,n,a sharp hooked claw especially on a bird of prey
talus,5,n,a sloping mass of loose rocks at the base of a cliff
tamal,5,n,dough stuffed with a meat mixture and sometimes wrapped in corn husks and steamed
tamer,5,n,an animal trainer who tames wild animals
Tamil,5,n,the Dravidian language spoken since prehistoric times by the Tamil in southern India and Sri Lanka
Tamil,5,n,a member of the mixed Dravidian and Caucasian people of southern India and Sri Lanka
tammy,5,n,plain-woven (often glazed) fabric of wool or wool and cotton used especially formerly for linings and garments and curtains
Tampa,5,n,a resort city in western Florida; located on Tampa Bay on the Gulf of Mexico
Tamus,5,n,a genus of tuberous vines of the family Dioscoreaceae; has twining stems and heart-shaped leaves and axillary racemes
Tandy,5,n,"United States actress (born in England) who made many stage appearances, often with her husband Hume Cronyn (1909-1994)"
Taney,5,n,United States jurist who served as chief justice of the United States Supreme Court; remembered for his ruling that slaves and their descendants have no rights as citizens (1777-1864)
Tanga,5,n,a port city in northeastern Tanzania on the Indian Ocean
tanga,5,n,100 tanga equal 1 Tajikistani ruble
Tange,5,n,Japanese architect (born in 1913)
tango,5,n,a ballroom dance of Latin-American origin
tango,5,n,music written in duple time for dancing the tango
tanka,5,n,a Tibetan religious painting on fabric
tanka,5,n,"a form of Japanese poetry; the 1st and 3rd lines have five syllables and the 2nd, 4th, and 5th have seven syllables"
tansy,5,n,common perennial aromatic herb native to Eurasia having buttonlike yellow flower heads and bitter-tasting pinnate leaves sometimes used medicinally
taper,5,n,the property possessed by a shape that narrows toward a point (as a wedge or cone)
taper,5,n,a convex shape that narrows toward a point
tapir,5,n,large inoffensive chiefly nocturnal ungulate of tropical America and southeast Asia having a heavy body and fleshy snout
Tartu,5,n,a city of southeastern Estonia that was a member of the Hanseatic League
Tasso,5,n,Italian poet who wrote an epic poem about the capture of Jerusalem during the First Crusade (1544-1595)
taste,5,n,a kind of sensing; distinguishing substances by means of the taste buds; a wine tasting
taste,5,n,"the faculty of distinguishing sweet, sour, bitter, and salty properties in the mouth; his cold deprived him of his sense of taste"
taste,5,n,the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus; the candy left him with a bad taste; the melon had a delicious taste
taste,5,n,delicate discrimination (especially of aesthetic values); arrogance and lack of taste contributed to his rapid success; to ask at that particular time was the ultimate in bad taste
taste,5,n,a brief experience of something; he got a taste of life on the wild side; she enjoyed her brief taste of independence
taste,5,n,a small amount eaten or drunk; take a taste--you'll like it
Tatar,5,n,the Turkic language spoken by the Tatar living from the Volga to the Ural Mountains
Tatar,5,n,a member of the Turkic-speaking people living from the Volga to the Ural Mountains (the name has been attributed to many other groups)
Tatar,5,n,a member of the Mongolian people of central Asia who invaded Russia in the 13th century
Tatum,5,n,United States jazz pianist who was almost completely blind; his innovations influenced many other jazz musicians (1910-1956)
Tatum,5,n,United States biochemist who discovered how genes act by regulating definite chemical events (1909-1975)
tauon,5,n,a lepton of very great mass
taupe,5,n,a greyish brown
tawse,5,n,a leather strap for punishing children
taxer,5,n,a bureaucrat who levies taxes
taxis,5,n,the surgical procedure of manually restoring a displaced body part
taxis,5,n,a locomotor response toward or away from an external stimulus by a motile (and usually simple) organism
Taxus,5,n,yews
tayra,5,n,long-tailed arboreal mustelid of Central America and South America
Teach,5,n,an English pirate who operated in the Caribbean and off the Atlantic coast of North America (died in 1718)
tease,5,n,the act of harassing someone playfully or maliciously (especially by ridicule); provoking someone with persistent annoyances; he ignored their teases; his ribbing was gentle but persistent
tease,5,n,someone given to teasing (as by mocking or stirring curiosity)
Tebet,5,n,the fourth month of the civil year; the tenth month of the ecclesiastical year (in December and January)
teddy,5,n,plaything consisting of a child's toy bear (usually plush and stuffed with soft materials)
teens,5,n,all the numbers that end in -teen
teens,5,n,the time of life between the ages of 12 and 20
tempo,5,n,(music) the speed at which a composition is to be played
tempo,5,n,the rate of some repeating event
tench,5,n,freshwater dace-like game fish of Europe and western Asia noted for ability to survive outside water
tenge,5,n,the basic unit of money in Kazakhstan
tenge,5,n,100 tenge equal 1 manat in Turkmenistan
tenon,5,n,a projection at the end of a piece of wood that is shaped to fit into a mortise and form a mortise joint
tenor,5,n,the pitch range of the highest male voice
tenor,5,n,the general meaning or substance of an utterance; although I disagreed with him I could follow the tenor of his argument
tenor,5,n,a settled or prevailing or habitual course of a person's life; nothing disturbed the even tenor of her ways
tenor,5,n,the adult male singing voice above baritone
tenor,5,n,an adult male with a tenor voice
tense,5,n,a grammatical category of verbs used to express distinctions of time
tenth,5,n,position ten in a countable series of things
tepal,5,n,an undifferentiated part of a perianth that cannot be distinguished as a sepal or a petal (as in lilies and tulips)
tepee,5,n,a Native American tent; usually of conical shape
Tepic,5,n,a city in west central Mexico
terce,5,n,the third canonical hour; about 9 a.m.
teres,5,n,either of two muscles in the shoulder region that move the shoulders and arms
terry,5,n,a pile fabric (usually cotton) with uncut loops on both sides; used to make bath towels and bath robes
Terry,5,n,English actress (1847-1928)
Tesla,5,n,United States electrical engineer and inventor (born in Croatia but of Serbian descent) who discovered the principles of alternating currents and developed the first alternating-current induction motor and the Tesla coil and several forms of oscillators (1856-1943)
tesla,5,n,a unit of magnetic flux density equal to one weber per square meter
testa,5,n,protective outer layer of seeds of flowering plants
Teton,5,n,a member of the large western branch of Sioux people which was made up of several groups that lived on the plains
