lemma,Count,part_of_speech,hypernyms
ladin,5,noun,rhaeto-romance
ladle,5,noun,vessel
ladle,5,verb,put|remove
lagan,5,noun,wreckage
lager,5,noun,camp|beer
lahar,5,noun,avalanche
laird,5,noun,landowner
laity,5,noun,multitude
lally,5,noun,support column
lamia,5,noun,evil spirit
lamna,5,noun,fish genus
lanai,5,noun,veranda
lance,5,noun,weapon|implement|surgical knife
lance,5,verb,travel|pierce|open
lansa,5,noun,edible fruit
lapel,5,noun,lap
lapin,5,noun,fur|rabbit
lapse,5,noun,mistake|pause|failure
lapse,5,verb,move|end|slip|revert|forfeit|advance
larch,5,noun,wood|conifer
large,5,noun,size
largo,5,noun,musical composition;passage
larid,5,noun,coastal diving bird
larix,5,noun,gymnosperm genus
larus,5,noun,bird genus
larva,5,noun,animal
lasek,5,noun,eye operation
laser,5,noun,optical device
lasik,5,noun,eye operation
lasix,5,noun,diuretic drug
lasso,5,noun,rope
lasso,5,verb,get
latch,5,noun,lock|catch
latch,5,verb,fasten
lates,5,noun,fish genus
latex,5,noun,exudate|water-base paint
lathe,5,noun,shaper
lathi,5,noun,club
latin,5,noun,italic|inhabitant|person
latke,5,noun,pancake
latte,5,noun,espresso
laugh,5,noun,utterance|facial expression|wit
laugh,5,verb,express emotion
laver,5,noun,basin|red algae|green algae
layby,5,noun,area
layer,5,noun,artifact|region|place|hen|structure
layer,5,verb,shape
layia,5,noun,asterid dicot genus
layup,5,noun,basketball shot
lazar,5,noun,sick person
leach,5,noun,natural process
leach,5,verb,remove|trickle|remove
learn,5,verb,study|inform
lease,5,noun,property|contract|time period
lease,5,verb,contract|contract|give|get
leash,5,noun,restraint|digit|restraint
leash,5,verb,tie
least,5,noun,matter
leave,5,noun,time off|permission|departure
leave,5,verb,make|refrain|move|yield|produce|change|pass|give|have|tell|lose
ledge,5,noun,ridge
ledum,5,noun,dilleniid dicot genus
leech,5,noun,annelid|follower
leech,5,verb,treat
lefty,5,noun,person|pitcher
leger,5,noun,record
lemma,5,noun,proposition|glume|heading
lemna,5,noun,monocot genus
lemon,5,noun,citrus|yellow|citrus|relish|artifact
lemur,5,noun,primate
lense,5,noun,optical device
leone,5,noun,sierra leone monetary unit
lepas,5,noun,arthropod genus
leper,5,noun,sick person|outcast
leppy,5,noun,calf
lepus,5,noun,mammal genus
lerot,5,noun,dormouse
letch,5,noun,pervert
letup,5,noun,pause
levee,5,noun,reception|pier|embankment
level,5,noun,property|rank|state|altitude|indicator|surface|place|structure
level,5,verb,aim|destroy|change surface|aim|talk|change surface
lever,5,noun,bar|machine|tumbler
lever,5,verb,open
levis,5,noun,jean
lexis,5,noun,cognition
lhasa,5,noun,terrier
liana,5,noun,vine
libel,5,noun,defamation|complaint
libel,5,verb,defame
libra,5,noun,person
lichi,5,noun,edible fruit
lidar,5,noun,measuring instrument
liege,5,noun,follower|feudal lord
lifer,5,noun,convict
ligan,5,noun,wreckage
liger,5,noun,big cat
light,5,noun,actinic radiation|source of illumination|position|physical property|scene|condition|visual property|friend|illumination|insight|expression;vitality|public knowledge|ethical motive|visual signal|device
light,5,verb,lighten|ignite|land|burn|fall|descend
ligne,5,noun,linear unit
liked,5,verb,desire|see|desire
liken,5,verb,study
lilac,5,noun,shrub
liman,5,noun,lagoon
limax,5,noun,mollusk genus
limbo,5,noun,obscurity|imaginary place|imaginary place
limen,5,noun,sensation|lagoon
limey,5,noun,englishman
limit,5,noun,extent|end|extremity|boundary|indefinite quantity|indefinite quantity
limit,5,verb,control|decrease|choose
limpa,5,noun,rye bread
linac,5,noun,accelerator
lindy,5,noun,social dancing
lined,5,verb,lie|cover|mark|score|fill|reinforce
linen,5,noun,fabric|paper|white goods
liner,5,noun,fly|protective covering|piece of cloth|passenger ship
lingo,5,noun,non-standard speech
linin,5,noun,body substance
links,5,noun,golf course|linkage|fastener|union|shape|linear unit|instruction|channel|communication system|circuit
links,5,verb,think|attach
linum,5,noun,plant genus
lipid,5,noun,macromolecule
lisle,5,noun,fabric|cotton
litas,5,noun,lithuanian monetary unit
liter,5,noun,metric capacity unit
litre,5,noun,metric capacity unit
liven,5,verb,stimulate
liver,5,noun,internal organ|variety meat|person|inhabitant
llama,5,noun,even-toed ungulate
llano,5,noun,plain
loach,5,noun,cypriniform fish
loads,5,noun,large indefinite quantity|weight|indefinite quantity|merchandise|indefinite quantity|electrical power|concern|deposit|explosive|electrical device
loads,5,verb,fill|fill|transfer|put|corrupt
loasa,5,noun,herb
lobby,5,noun,room|people|political unit
lobby,5,verb,solicit
lobed,5,verb,throw
local,5,noun,public transport|anesthetic
locum,5,noun,stand-in
locus,5,noun,scene|site|set
lodge,5,noun,association|gatehouse|house|dwelling|hotel
lodge,5,verb,populate|fasten|accuse|house
loess,5,noun,soil
logic,5,noun,philosophy|common sense|principle|system|system
logos,5,noun,trademark
loins,5,noun,area|body part|cut|body part
lolly,5,noun,money|frozen dessert
lonas,5,noun,asterid dicot genus
loner,5,noun,individualist
loofa,5,noun,fiber
loony,5,noun,lunatic
loose,5,verb,let go of|change|weaken
lopid,5,noun,medicine
lorry,5,noun,wagon|truck
loser,5,noun,contestant|unfortunate|gambler
lotte,5,noun,spiny-finned fish
lotto,5,noun,board game
lotus,5,noun,water lily|rosid dicot genus|water lily
lough,5,noun,cove|lake
loupe,5,noun,hand glass
louse,5,noun,insect|unpleasant person|homopterous insect|insect
loved,5,verb,like|love|copulate
lover,5,noun,person|follower|domestic partner
lovoa,5,noun,rosid dicot genus
lowan,5,noun,megapode
lower,5,noun,berth
lower,5,verb,move|devalue|decrease|change|grimace
loxia,5,noun,bird genus
lozal,5,noun,diuretic drug
lucre,5,noun,money|income
luffa,5,noun,fiber|vine
luger,5,noun,semiautomatic pistol|sledder
lumen,5,noun,luminous flux unit|cavity
lumma,5,noun,armenian monetary unit
lunch,5,noun,meal
lunch,5,verb,eat|feed
lunda,5,noun,bird genus
lunge,5,noun,motion|stab
lunge,5,verb,move
lungi,5,noun,piece of cloth
lupin,5,noun,woody plant
lupus,5,noun,skin disease
lurch,5,noun,gait|defeat|motion|motion
lurch,5,verb,walk|move|travel|loiter|get the better of
lutra,5,noun,mammal genus
luyia,5,noun,bantu
lycee,5,noun,school
lygus,5,noun,arthropod genus
lying,5,noun,falsification
lying,5,verb,be|exist|be|misinform|be|change posture
lymph,5,noun,liquid body substance
lynch,5,verb,kill
lyons,5,noun,council|council
lyric,5,noun,text|poem
lyric,5,verb,write
lysin,5,noun,substance
lysis,5,noun,convalescence|dissolution
lysol,5,noun,cresol
lyssa,5,noun,zoonosis
ma'am,5,noun,woman
macaw,5,noun,parrot
macer,5,noun,official
macho,5,noun,male
macon,5,noun,wine
macro,5,noun,instruction
madam,5,noun,woman|businesswoman
madia,5,noun,asterid dicot genus
mafia,5,noun,syndicate|organized crime|clique
magha,5,noun,hindu calendar month
magic,5,noun,supernaturalism|performance
magma,5,noun,rock
magus,5,noun,sorcerer|priest
mahoe,5,noun,hibiscus|hibiscus
maidu,5,noun,penutian|penutian
maize,5,noun,cereal|yellow
major,5,noun,commissioned military officer|student|discipline
major,5,verb,study
maker,5,noun,creator|business
malar,5,noun,bone
malay,5,noun,asian|western malayo-polynesian
maleo,5,noun,megapode
malik,5,noun,leader
malti,5,noun,semitic
malto,5,noun,dravidian|north dravidian
malus,5,noun,rosid dicot genus
malva,5,noun,dilleniid dicot genus
mamba,5,noun,elapid
mambo,5,noun,dancing
mambo,5,verb,dance
mamey,5,noun,fruit tree|edible fruit
mamma,5,noun,mother|exocrine gland
mammy,5,noun,nanny|mother
manat,5,noun,turkmen monetary unit|azerbaijani monetary unit
manda,5,noun,south-central dravidian
mande,5,noun,niger-congo
manes,5,noun,hair|hair
manes,5,verb,work|staff
mange,5,noun,animal disease
mango,5,noun,fruit tree|edible fruit
mania,5,noun,irrational motive|affective disorder
manis,5,noun,mammal genus
manna,5,noun,sap|food
manor,5,noun,mansion|estate
manse,5,noun,house|residence
mansi,5,noun,russian|ugric
manta,5,noun,blanket|ray
manul,5,noun,wildcat
manus,5,noun,extremity
maori,5,noun,ethnic minority|oceanic
maple,5,noun,wood|angiospermous tree
march,5,noun,gregorian calendar month|walk|progress|procession|district|music genre|master's degree
march,5,verb,walk|walk|walk|protest|walk|walk|touch
marge,5,noun,spread
maria,5,noun,region|tree
marks,5,noun,evaluation|symbol|reference point|indication|impression|symbol|german monetary unit|victim|written symbol|clue|blemish|marking|success
marks,5,verb,attach|bespeak|qualify|observe|change|label|deface|notch|lay down|record|take away|verify|measure|add
marri,5,noun,eucalyptus
marry,5,verb,unite|officiate
marsh,5,noun,wetland
marum,5,noun,germander
marut,5,noun,hindu deity
masai,5,noun,nilotic
maser,5,noun,amplifier
mashi,5,noun,bantu
mason,5,noun,craftsman|brother
masse,5,noun,stroke
matai,5,noun,conifer
match,5,noun,lighter|contest|lighter|duplicate|score|adult|person|family|counterpart
match,5,verb,equal|supply|join|compete|adjust|cope|join|confront|adjust|change
mated,5,verb,join|join|beat|twist|change
mater,5,noun,mother
mates,5,noun,family|officer|associate|animal|domestic partner;relative|duplicate|singleton|holly|friend|beverage|chess move
mates,5,verb,join|join|beat|twist|change
maths,5,noun,science|science
matte,5,noun,mixture|dullness
matte,5,verb,change
matzo,5,noun,bread
maund,5,noun,weight unit
mauve,5,noun,purple
maven,5,noun,expert
mavik,5,noun,ace inhibitor
mavin,5,noun,expert
mavis,5,noun,thrush
maxim,5,noun,saying
mayan,5,noun,indian|amerind
mayas,5,noun,ethnic minority|indian|amerind
mayor,5,noun,civil authority;politician
mazer,5,noun,bowl
means,5,noun,implementation|instrumentality|capital|average
means,5,verb,convey|necessitate|associate|intend
meany,5,noun,oppressor
mecca,5,noun,topographic point
medal,5,noun,award
medic,5,noun,herb|medical practitioner
medoc,5,noun,bordeaux;red wine
melee,5,noun,disturbance
meles,5,noun,mammal genus
melia,5,noun,rosid dicot genus
melon,5,noun,edible fruit|gourd
men's,5,noun,public toilet
mensh,5,noun,good person
mercy,5,noun,lenience|humaneness|compassion|blessing|relief
merge,5,verb,integrate|change integrity|change
merit,5,noun,worth|worthiness
merit,5,verb,be
merle,5,noun,thrush
meson,5,noun,boson;hadron
mesua,5,noun,dilleniid dicot genus
metal,5,noun,chemical element|mixture
metal,5,verb,coat
meter,5,noun,metric linear unit|measuring instrument|poetic rhythm|rhythmicity
meter,5,verb,quantify|stamp
metic,5,noun,foreigner
metis,5,noun,mixed-blood
metre,5,noun,metric linear unit|poetic rhythm|rhythmicity
metro,5,noun,railway
mezzo,5,noun,soprano|singing voice
mflop,5,noun,unit of measurement
miami,5,noun,algonquian
miaou,5,noun,cry
miaou,5,verb,utter
miaow,5,noun,cry
miaow,5,verb,utter
miasm,5,noun,atmosphere|air pollution
miaul,5,noun,cry
mibit,5,noun,computer memory unit
middy,5,noun,blouse
midge,5,noun,gnat
midst,5,noun,inside
might,5,noun,strength
miler,5,noun,linear unit|runner
mills,5,noun,plant|machinery|crush
mills,5,verb,move|grind|groove|roll out
mimeo,5,noun,duplicator
mimeo,5,verb,copy
mimer,5,noun,actor
mimic,5,noun,impersonator
mimic,5,verb,imitate
mimir,5,noun,giant
mimus,5,noun,bird genus
minah,5,noun,starling
mince,5,noun,nutriment
mince,5,verb,change|walk|chop
mined,5,verb,exploit|reinforce
miner,5,noun,laborer
minge,5,noun,female genitalia;pubic hair
minim,5,noun,british capacity unit|united states liquid unit|note
minor,5,noun,juvenile
minus,5,noun,arithmetic operation
mired,5,verb,involve|stand still|dirty
mirid,5,noun,leaf bug
mirth,5,noun,gaiety
misdo,5,verb,do
miser,5,noun,hoarder
missy,5,noun,woman
miter,5,noun,joint|surface|headdress
miter,5,verb,bevel|confer|join
mitre,5,noun,joint|surface|headdress
miwok,5,noun,penutian|penutian
mixed,5,verb,change integrity|compound|add|change|manipulate
mixer,5,noun,party|beverage|electronic equipment|kitchen utensil
mizen,5,noun,mast|fore-and-aft sail
mlitt,5,noun,master's degree
mm hg,5,noun,pressure unit
mnium,5,noun,moss genus
moban,5,noun,major tranquilizer
mocha,5,noun,leather|flavorer|coffee|brown
modal,5,noun,auxiliary verb
model,5,noun,hypothesis|kind|assistant|representation|ideal|leader|representation|assistant|representation
model,5,verb,imitate|shape|expose|expose|re-create|represent
modem,5,noun,electronic equipment
mogul,5,noun,bulge|ruler|businessman
moire,5,noun,fabric
moksa,5,noun,cycle of rebirth
molar,5,noun,tooth
molle,5,noun,tree
molly,5,noun,topminnow
molva,5,noun,fish genus
momma,5,noun,mother
mommy,5,noun,mother
momot,5,noun,coraciiform bird
monad,5,noun,atom|one|microorganism
monal,5,noun,pheasant
monas,5,noun,one
money,5,noun,medium of exchange|wealth|currency
mongo,5,noun,mongolian monetary unit
monte,5,noun,card game
month,5,noun,time period|time unit
mooch,5,noun,beggar
mooch,5,verb,obtain
moose,5,noun,deer
moped,5,noun,minibike
moped,5,verb,move|be|absorb|grimace
mopes,5,noun,low spirits|idler
mopes,5,verb,move|be|absorb|grimace
moral,5,noun,meaning
moray,5,noun,eel
morel,5,noun,mushroom
mores,5,noun,convention
moron,5,noun,simpleton
morph,5,verb,change|contort
morse,5,noun,code
morus,5,noun,dicot genus
mosan,5,noun,amerind
mosey,5,verb,walk
motel,5,noun,motor hotel
motet,5,noun,musical composition
motif,5,noun,design|theme|idea
motor,5,noun,machine|agent
motor,5,verb,travel
motto,5,noun,saying
mould,5,noun,soil|solid|spoilage|fungus|dessert;dish|hallmark|sculpture|container
mould,5,verb,shape|shape|create from raw material
moult,5,noun,shedding
moult,5,verb,shed
mound,5,noun,baseball equipment|hill|collection|structure|position
mound,5,verb,shape
mount,5,noun,horse|rise|natural elevation|mounting|layer;strengthener
mount,5,verb,attach|increase|fix|initiate|move|rise|organize|copulate
mourn,5,verb,grieve|observe
mouse,5,noun,rodent|bruise|person|electronic device
mouse,5,verb,walk|manipulate
mouth,5,noun,rima|orifice|opening|geological formation|eater|spokesperson|rejoinder|opening
mouth,5,verb,communicate|feign|touch
moved,5,verb,act|change|cause|affect|sell|change|live|propose
mover,5,noun,workman|originator|traveler|company
movie,5,noun,product;show
mower,5,noun,garden tool
moxie,5,noun,fortitude
msasa,5,noun,tree
mucin,5,noun,glycoprotein
mucor,5,noun,mold
mucus,5,noun,secretion
muddy,5,verb,dirty|confuse|change
mudra,5,noun,gesture
mufti,5,noun,jurist|civilian clothing
mugil,5,noun,fish genus
mujik,5,noun,peasant
mulch,5,noun,protective covering
mulch,5,verb,cover
mulct,5,noun,penalty
mulct,5,verb,cheat|levy
mulla,5,noun,muslim
mulwi,5,noun,biu-mandara
mummy,5,noun,mother|body
mumps,5,noun,infectious disease
munch,5,noun,bite
munch,5,verb,chew
munda,5,noun,austro-asiatic
munja,5,noun,grass
mural,5,noun,painting
murre,5,noun,guillemot
musca,5,noun,arthropod genus
musci,5,noun,class
muser,5,noun,thinker
musgu,5,noun,biu-mandara
music,5,noun,auditory communication|sound|activity|sound|punishment
musth,5,noun,phase
muted,5,verb,soften
muton,5,noun,nucleotide
mwera,5,noun,bantu
mylar,5,noun,plastic
mynah,5,noun,starling
myoma,5,noun,benign tumor
myope,5,noun,visually impaired person
myrrh,5,noun,gum resin
mysis,5,noun,arthropod genus
nabob,5,noun,governor|man of means
nacho,5,noun,tortilla chip
nacre,5,noun,shell
nadir,5,noun,adversity|celestial point
nafta,5,noun,free trade
naiad,5,noun,aquatic plant|water nymph
naias,5,noun,monocot genus
naiki,5,noun,central dravidian
naira,5,noun,nigerian monetary unit
najas,5,noun,monocot genus|reptile genus
namer,5,noun,person
names,5,noun,defamation|language unit|repute|family|important person|sanction|defamation
names,5,verb,label|denote|appoint|establish|specify|think of|enumerate|analyze
nance,5,noun,gay man
nandu,5,noun,ratite
nanna,5,noun,grandparent|norse deity
nanny,5,noun,keeper;woman|goat
nanus,5,noun,small person
nappy,5,noun,garment
naqua,5,noun,thiazide
nardo,5,noun,clover fern
naris,5,noun,orifice
nasal,5,noun,consonant|bone
nasua,5,noun,mammal genus
nates,5,noun,body part
nauch,5,noun,dancing
navel,5,noun,point|center
navvy,5,noun,laborer
nawab,5,noun,governor
needs,5,noun,condition|necessity|psychological feature|poverty
needs,5,verb,be
needy,5,noun,poor people
negro,5,noun,person;person of color
negus,5,noun,mulled wine
neigh,5,noun,cry
neigh,5,verb,utter
nerve,5,noun,fiber bundle|courage|aggressiveness
nerve,5,verb,brace
nevus,5,noun,blemish
newel,5,noun,post|column
nexus,5,noun,linkage|series
nguni,5,noun,bantu
ngwee,5,noun,zambian monetary unit
nicad,5,noun,storage battery
niche,5,noun,place|concave shape|enclosure|condition
niddm,5,noun,diabetes mellitus
nidus,5,noun,point|nest
niece,5,noun,kinswoman
nigga,5,noun,black
night,5,noun,time period|time period|time period|time unit|dark|twilight|time period
nigra,5,noun,black
nihil,5,noun,nothing
nimby,5,noun,dissenter
niner,5,noun,digit
ninja,5,noun,mercenary|class
ninny,5,noun,simpleton
ninon,5,noun,fabric
ninth,5,noun,rank|common fraction
niqab,5,noun,face veil
nisan,5,noun,jewish calendar month
nisei,5,noun,american
nisus,5,noun,attempt
niter,5,noun,nitrate
nitre,5,noun,nitrate
nnrti,5,noun,reverse transcriptase inhibitor
noble,5,noun,male aristocrat
noise,5,noun,sound|sound|trouble|cry|incomprehensibility|irregularity
noise,5,verb,sound
nomad,5,noun,wanderer
nomia,5,noun,arthropod genus
nonce,5,noun,present
nones,5,noun,canonical hour|hour|service
nooky,5,noun,sexual intercourse
noose,5,noun,trap|loop
noose,5,verb,loop|fasten
nopal,5,noun,prickly pear|cactus
noria,5,noun,waterwheel
norse,5,noun,european|european|germanic
north,5,noun,cardinal compass point|location|direction|direction
noruz,5,noun,vernal equinox
nosed,5,verb,search|advance|smell|push|caress|get the better of
notch,5,noun,indentation|location|indentation|cut
notch,5,verb,incise|record
noted,5,verb,state|write down
novel,5,noun,fiction|book
nsaid,5,noun,anti-inflammatory
nucha,5,noun,rear
nudge,5,noun,push
nudge,5,verb,push|push
numen,5,noun,spirit
nurse,5,noun,health professional|keeper;woman
nurse,5,verb,treat|feel|care|treat|feed
nyala,5,noun,harnessed antelope
nylon,5,noun,man-made fiber;polyamide|fabric
nymph,5,noun,greco-roman deity|larva|woman
nyssa,5,noun,dicot genus
oakum,5,noun,fiber
oasis,5,noun,tract|shelter
obeah,5,noun,cult|cult
occur,5,verb,become|appear
ocean,5,noun,body of water|large indefinite quantity
ocher,5,noun,orange yellow|earth color
ochna,5,noun,dilleniid dicot genus
ochre,5,noun,earth color|orange yellow
octad,5,noun,digit
octet,5,noun,digit|musical organization|set|gathering|musical composition
odist,5,noun,poet
odium,5,noun,shame|disgust;hate
odour,5,noun,sensation|property
offal,5,noun,variety meat
offer,5,noun,speech act|message|attempt
offer,5,verb,supply|give|act|project|give|market|produce|worship|engage|supply|request|threaten
ogive,5,noun,front
ogler,5,noun,spectator
oiled,5,verb,cover|bless
oiler,5,noun,worker|well|cargo ship
okapi,5,noun,giraffe
oldie,5,noun,song
olein,5,noun,glyceryl ester
olive,5,noun,fruit|olive tree|wood|drupe;relish|chromatic color
olmec,5,noun,indian
ology,5,noun,discipline
omaha,5,noun,dhegiha|dhegiha
omani,5,noun,arab
omega,5,noun,ending|letter
one c,5,noun,large integer
onion,5,noun,bulb|alliaceous plant|vegetable
onset,5,noun,start|operation
oomph,5,noun,attractiveness|activeness
ootid,5,noun,ovum
opepe,5,noun,tree
opera,5,noun,classical music|theater
opine,5,verb,declare|expect
opium,5,noun,controlled substance;narcotic
opsin,5,noun,protein
optez,5,noun,artificial language
optic,5,noun,sense organ
orach,5,noun,herb
orang,5,noun,great ape
orate,5,verb,talk
orbit,5,noun,path|environment|extent|path|cavity
orbit,5,verb,circle
order,5,noun,command|magnitude|state|arrangement|condition|act|commercial document|association|rule|status|sect|taxonomic group|request|artistic style|organization
order,5,verb,request|request|inflict|decide|arrange|arrange|invest|organize|evaluate
oread,5,noun,nymph
organ,5,noun,body part|agency|electronic instrument|periodical|keyboard instrument;wind instrument|free-reed instrument
oriel,5,noun,bay window
orion,5,noun,diffuse nebula
oriya,5,noun,indian|magadhan
orlon,5,noun,acrylic
orlop,5,noun,deck
ormer,5,noun,abalone
orpin,5,noun,sedum
orris,5,noun,bearded iris|root
oryza,5,noun,monocot genus
osage,5,noun,dhegiha|dhegiha
oscan,5,noun,italian|osco-umbrian
oscar,5,noun,award
osier,5,noun,withe|willow
ottar,5,noun,essential oil
otter,5,noun,fur|musteline mammal
ouija,5,noun,board
ounce,5,noun,apothecaries' unit;troy unit|avoirdupois unit|big cat
ousel,5,noun,thrush
outdo,5,verb,beat|beat
outgo,5,noun,transferred property
outgo,5,verb,beat
ouzel,5,noun,thrush
ovary,5,noun,reproductive structure|female internal reproductive organ;gonad
ovoid,5,noun,solid
ovolo,5,noun,molding
ovral,5,noun,pill
ovule,5,noun,reproductive structure|ovum
owing,5,verb,repose on|be
owlet,5,noun,owl
owner,5,noun,businessman|person
oxbow,5,noun,land|meander|framework
oxeye,5,noun,wildflower|wildflower|dormer window
oxide,5,noun,compound
oxime,5,noun,organic compound
oxlip,5,noun,primrose
ozena,5,noun,disease
ozone,5,noun,gas
pabir,5,noun,biu-mandara
pacer,5,noun,racehorse|horse
pacha,5,noun,authority
padda,5,noun,bird genus
paddy,5,noun,irishman|field|rice
padre,5,noun,chaplain|priest;title
paean,5,noun,praise|hymn
pagan,5,noun,nonreligious person|religious person|sensualist
pager,5,noun,electronic device
pains,5,noun,attempt|symptom|feeling|somesthesia|unpleasant person|negative stimulus
pains,5,verb,hurt|upset
paint,5,noun,coating;coloring material|space|makeup
paint,5,verb,create|coat|represent|cover
paisa,5,noun,fractional monetary unit
palas,5,noun,tree
palsy,5,noun,dysfunction|symptom
palsy,5,verb,paralyze
panax,5,noun,rosid dicot genus
panda,5,noun,procyonid|procyonid
panel,5,noun,sheet|committee|body|body|pad|piece of cloth|window|electrical device
panel,5,verb,decorate|choose
panga,5,noun,knife
panic,5,noun,fear|anxiety
panic,5,verb,fear|terrify
pansa,5,noun,hindu calendar month
pansy,5,noun,viola|coward|gay man
panto,5,noun,mime
pants,5,noun,underpants|noise|garment|inhalation
pants,5,verb,blow|utter
panty,5,noun,underpants
papaw,5,noun,custard apple|edible fruit
paper,5,noun,material|essay|press|medium|article|publisher|product
paper,5,verb,cover|cover
papio,5,noun,mammal genus
pappa,5,noun,father
papua,5,noun,region
parch,5,verb,dry
parer,5,noun,manicurist|knife
paris,5,noun,plant genus
parji,5,noun,central dravidian
parka,5,noun,jacket
parks,5,noun,tract|tract|stadium|lot|gear
parks,5,verb,put|steer
parry,5,noun,blocking|punch
parry,5,verb,fence|avoid
parse,5,verb,analyze
parsi,5,noun,religious person
parts,5,noun,environment|relation|object|thing|concern|location|duty|portrayal|assets|concept|line|tune|attempt
parts,5,verb,move|leave|change|move
party,5,noun,organization|social gathering|set|affair|person
party,5,verb,celebrate
parus,5,noun,bird genus
parvo,5,noun,animal virus
pasch,5,noun,passover|easter
paseo,5,noun,path
pasha,5,noun,authority
pasta,5,noun,dish|food
paste,5,noun,composition|lead glass|adhesive material|condiment
paste,5,verb,attach|beat|cover
pasty,5,noun,meat pie|patch
patas,5,noun,old world monkey
patch,5,noun,marking|tract|piece of cloth|time|program|connection;lash-up|sewing|cloth covering|dressing
patch,5,verb,join|supply|repair|repair
pater,5,noun,father
patio,5,noun,area
patka,5,noun,scarf
patsy,5,noun,victim
patty,5,noun,dish|pie|candy
pause,5,noun,time interval|inactivity
pause,5,verb,delay|interrupt
pavan,5,noun,dance music|dancing
paved,5,verb,coat
pavis,5,noun,shield
pawer,5,noun,unpleasant person
paxil,5,noun,selective-serotonin reuptake inhibitor
paxto,5,noun,iranian
payee,5,noun,recipient
payer,5,noun,money handler
peace,5,noun,order|harmony|tranquillity|security|treaty
peach,5,noun,fruit tree|woman|drupe;edible fruit|pink
peach,5,verb,unwrap
pearl,5,noun,jewel|white|sphere
pearl,5,verb,gather
peavy,5,noun,lever
pecan,5,noun,wood|nut tree|edible nut
pedal,5,noun,note|lever
pedal,5,verb,ride|operate
peeve,5,noun,temper
peeve,5,verb,annoy
pekan,5,noun,marten
pekoe,5,noun,black tea
pengo,5,noun,hungarian monetary unit|south-central dravidian
penis,5,noun,erectile organ
penne,5,noun,pasta
penni,5,noun,finnish monetary unit
penny,5,noun,fractional monetary unit|coin
peony,5,noun,flower
pepsi,5,noun,cola
perca,5,noun,fish genus
perch,5,noun,support|linear unit|area unit|seat|freshwater fish|percoid fish|percoid fish
perch,5,verb,sit|land|put
peril,5,noun,danger|danger|venture
peril,5,verb,exist|affect
perry,5,noun,alcohol
pesah,5,noun,movable feast
pesto,5,noun,sauce
petal,5,noun,floral leaf
peter,5,noun,penis
petty,5,noun,larceny
pewee,5,noun,new world flycatcher
pewit,5,noun,gull|plover|new world flycatcher
ph.d.,5,noun,doctor of philosophy
phage,5,noun,virus
phase,5,noun,time period|state of matter|point|appearance
phase,5,verb,stage|synchronize
phial,5,noun,bottle
phlox,5,noun,herb
phoca,5,noun,mammal genus
phone,5,noun,electronic equipment|language unit|electro-acoustic transducer
phone,5,verb,telecommunicate
phony,5,noun,deceiver
photo,5,noun,representation
phyle,5,noun,tribe
physa,5,noun,gastropod
piano,5,noun,keyboard instrument;percussion instrument;stringed instrument|softness
pibit,5,noun,computer memory unit
picea,5,noun,gymnosperm genus
pichi,5,noun,shrub
picot,5,noun,sewing stitch
picul,5,noun,weight unit
picus,5,noun,bird genus
piece,5,noun,part|item|thing|music|case|creation|gun|helping|distance|work of art|time|share|game equipment
piece,5,verb,join|join;make|splice|eat|repair
pieta,5,noun,representation
piety,5,noun,righteousness
piggy,5,noun,young mammal
pigmy,5,noun,small person|small person
pilaf,5,noun,dish
pilau,5,noun,dish
pilaw,5,noun,dish
pilea,5,noun,dicot genus
piles,5,noun,pain|large indefinite quantity|collection|large indefinite quantity|money|hair|battery|column|thread|nuclear reactor
piles,5,verb,arrange|crowd|put
pilot,5,noun,aviator|mariner|television program|model|gas burner|framework
pilot,5,verb,operate|steer
pilus,5,noun,filament|hair
pinch,5,noun,difficulty|injury|small indefinite quantity|crisis|bite;clip|squeeze|capture
pinch,5,verb,grip|fold|steal|snip|irritate
pinko,5,noun,collectivist
pinky,5,noun,finger;minimus
pinna,5,noun,leaflet|cartilaginous structure
pinny,5,noun,dress
pinon,5,noun,pine
pinot,5,noun,vinifera
pinto,5,noun,horse
pinus,5,noun,gymnosperm genus
pipal,5,noun,fig tree
piper,5,noun,musician|dicot genus
pipet,5,noun,measuring instrument
pipit,5,noun,oscine
pipra,5,noun,bird genus
pipul,5,noun,fig tree
pique,5,noun,fabric|annoyance
pique,5,verb,anger
piste,5,noun,court|ski run
pisum,5,noun,rosid dicot genus
pitch,5,noun,sound property|throw|position|promotion|gradient|bitumen|approach|all fours|motion|throw
pitch,5,verb,fling|move|descend|set|deal|lean|move|rear|throw|hit|play|adapt
piton,5,noun,spike
pitot,5,noun,measuring instrument
pitta,5,noun,tyrannid
piute,5,noun,shoshone
pivot,5,noun,marcher|axis|rotation
pivot,5,verb,turn
pixel,5,noun,component
pixie,5,noun,fairy|shrub
pizza,5,noun,dish
place,5,noun,point|geographical area|cognition|vicinity|function|situation|residence|occupation|point|social station|space|passage|condition|public square|item|area
place,5,verb,move|delegate|evaluate|station|order|rank|aim|determine|delegate|stage|estimate|situate|spend|move|race|sing
plage,5,noun,beach
plaid,5,noun,fabric
plain,5,noun,land|knitting stitch
plait,5,noun,hairdo|fold
plait,5,verb,weave|weave
plane,5,noun,heavier-than-air craft|shape|degree|power tool|edge tool;hand tool
plane,5,verb,cut|glide|smooth
plank,5,noun,lumber|policy
plank,5,verb,cover|set down|serve
