lemma,Count,part_of_speech,hyponyms
flare,5,noun,bengal light;star shell;very light|fusee
flash,5,noun,flicker;gleam;glitter;heat flash;lightning;streak|bravado;exhibitionism;pedantry;ritz;splurge|bengal light;star shell;very light
flash,5,verb,flicker|flex;splurge|plunge
flask,5,noun,ampulla;canteen;erlenmeyer flask;hipflask;round-bottom flask;vacuum flask
flats,5,noun,alluvial flat;salt flat|double flat|coulisse;tormenter|bedsitting room;cold-water flat;duplex apartment;efficiency apartment;flatlet;maisonette;penthouse;railroad flat;studio apartment;suite;walk-up apartment
fleck,5,noun,matchwood;scale;scurf;splinter|facula;facula;macule;nebula;parhelion;plaque;speck;splash;sunspot;worn spot
fleck,5,verb,spatter;speckle;splotch;tarnish
fleet,5,noun,motor pool|argosy|armada;battle fleet;flotilla;flotilla;wolf pack
fleet,5,verb,butterfly
flesh,5,noun,adult body;female body;juvenile body;male body;person
flick,5,noun,cinema verite;collage film;coming attraction;documentary;feature;film noir;final cut;home movie;musical;rough cut;shoot-'em-up;short subject;silent movie;skin flick;slow motion;talking picture;telefilm;three-d
flier,5,noun,aviatrix;pilot|stuffer
flies,5,noun,bee fly;blowfly;flesh fly;gadfly;horn fly;housefly;tachina fly;tsetse fly|blast;flare;liner;pop fly;texas leaguer|dry fly;streamer fly;wet fly
flies,5,verb,buzz;flight;fly on;hover;rack;soar|balloon;fly blind;fly contact;glide;hang glide;hedgehop;hydroplane;jet;solo;test fly|airlift|kite|red-eye|abscond;break;defect;elope;escape;high-tail;stampede
fling,5,noun,spending spree
fling,5,verb,flip|abandon;close out;de-access;deep-six;dump;jettison;retire;sell out;trash;unlearn;waste
flint,5,noun,firestone;flintstone;gunflint
flirt,5,verb,vamp;wanton
float,5,noun,root beer float|bob;chip;life preserver;pontoon;raft
float,5,verb,stream;tide;waft|buoy|drift;refloat;tide|ride
flock,5,noun,bevy;covert;covey;exaltation;flight;gaggle;wisp|flood;haymow
flock,5,verb,bunch together;huddle
flood,5,noun,debacle;flash flood;noah's flood|effusion
flood,5,verb,flow;inundate;swamp
floor,5,noun,bell deck;dance floor;floorboard;parquet;truck bed|basement;ground floor;loft;loft;mezzanine|price floor;wage floor
floor,5,verb,startle
flora,5,noun,brier;browse;brush;forest;garden;groundcover;growth;scrub;shrubbery;stand|acrogen;air plant;annual;apomict;aquatic;autophyte;biennial;crop;cryptogam;embryo;endemic;escape;gametophyte;garden plant;holophyte;houseplant;hygrophyte;microflora;monocarp;myrmecophyte;neophyte;non-flowering plant;ornamental;perennial;phytoplankton;plantlet;poisonous plant;pot plant;rock plant;sporophyte;vascular plant;wilding
flour,5,noun,plain flour;semolina;soybean meal;wheat flour
fluid,5,noun,coolant;filtrate;ichor;liquid|gas;liquid
fluke,5,noun,serendipity|fasciolopsis buski;liver fluke;schistosome
flush,5,noun,golden age|springtide
flush,5,verb,wash down|grade;strickle;strickle|perfuse;suffuse
flute,5,noun,fife;nose flute;piccolo
flyer,5,noun,stuffer|aviatrix;pilot
focus,5,noun,particularism
focus,5,verb,listen;recall;steep;think;zoom in|refocus|refocus|refocus
folie,5,noun,aberration;affective disorder;anxiety disorder;asperger's syndrome;conversion disorder;delirium;delusional disorder;dissociative disorder;encopresis;folie a deux;neurosis;personality disorder;psychosomatic disorder;schizothymia
folio,5,noun,flyleaf;interleaf;page
folks,5,noun,country people;gentlefolk;grass roots;home folk;rabble|country people;gentlefolk;grass roots;home folk;rabble|phyle|dynasty;homefolk;house;name;people|country music;folk song;gospel;schottische;square-dance music
folly,5,noun,absurdity;asininity;indiscretion|buffoonery;meshugaas
fondu,5,noun,beef fondue|cheese fondue;chocolate fondue
foram,5,noun,globigerina;nummulite
foray,5,noun,air raid;swoop
foray,5,verb,deplume
force,5,noun,duress;heartbeat;lifeblood;pressure;wheel|aerodynamic force;affinity;attraction;centrifugal force;centripetal force;cohesion;coriolis force;drift;life force;lorentz force;magnetomotive force;moment;propulsion;pull;push;reaction;repulsion;stress;torsion|brunt;energy;momentum|guerrilla force;line personnel;management personnel;military;military personnel;military police;military service;paramilitary;patrol;police;rank and file;security force;staff;work force|air unit;armor;army unit;command;commando;contingent;echelon;enemy;guard;haganah;headquarters;israeli defense force;legion;militia;mujahidin;naval unit;phalanx;republican guard;spearhead;task force;trip wire|domestic violence;riot;road rage|influence;juggernaut;moloch
force,5,verb,bludgeon;bring oneself;dragoon;drive;squeeze for;steamroller;terrorize;turn up the heat|drive;jam;jerk;jostle;muscle into;nose;nudge;press;push aside;push out;push up;repel;shove;thrust;thrust;topple|stick|compress;impact|toe|abduct;adduct;attract;drag;haul;pluck;pluck;pull back;stretch;tug;twitch;winch;yank|pull
forge,5,verb,dropforge;foliate|beat;carve;cast;chip;cut out;grind;handbuild;hill;layer;machine;model;mound;preform;preform;puddle;reshape;roughcast;sculpt;sinter;stamp;swage;throw|craft;sew;tie
forgo,5,verb,kick|lapse
forte,5,noun,green thumb
fossa,5,noun,glenoid fossa;glenoid fossa;pit of the stomach
found,5,verb,appoint;fix|build|find out;instantiate;see;sense;trace|fall upon;feel;locate;rout up|admeasure;count;gauge;rectify;redetermine;refract;sequence;situate;translate|catch|ferret out;rake up|take|access
fount,5,noun,bicameral script;boldface;font cartridge;gothic;italic;proportional font;sans serif;screen font;typewriter font;unicameral script
foyer,5,noun,narthex
frame,5,noun,chase|adult body;female body;juvenile body;male body;person|vocabulary|endoskeleton;exoskeleton|chassis;hoop
franc,5,noun,belgian franc;benin franc;burkina faso franc;burundi franc;cameroon franc;central african republic franc;chadian franc;congo franc;djibouti franc;french franc;gabon franc;guinean franc;ivory coast franc;luxembourg franc;madagascar franc;mali franc;niger franc;rwanda franc;senegalese franc;swiss franc;togo franc
frank,5,noun,salian frank|vienna sausage
fraud,5,noun,barratry;constructive fraud;election fraud;extrinsic fraud;fraud in fact;fraud in the factum;fraud in the inducement;identity theft;intrinsic fraud;mail fraud;swindle|name dropper;ringer|goldbrick
freak,5,noun,leviathan|gym rat
friar,5,noun,augustinian;carmelite;dominican;franciscan
fried,5,verb,deep-fat-fry;french-fry;frizzle;griddle;pan-fry;saute;stir fry
fries,5,noun,bairn;buster;changeling;child prodigy;foster-child;imp;kiddy;orphan;peanut;pickaninny;poster child;preschooler;silly;sprog;toddler;urchin;waif
fries,5,verb,deep-fat-fry;french-fry;frizzle;griddle;pan-fry;saute;stir fry
frill,5,noun,goffer;jabot;peplum
frisk,5,noun,strip search
frock,5,noun,caftan;chemise;coatdress;cocktail dress;dirndl;gown;jumper;kirtle;morning dress;mother hubbard;polonaise;sari;shirtdress;strapless;sundress
front,5,noun,forefront|bow;facade;face;frontispiece;nose;nose;nose cone;shirtfront;shopfront|cold front;occluded front;warm front|artistic movement;boy scouts;civil rights movement;common front;cultural movement;ecumenism;falun gong;free french;political movement;reform movement;religious movement;zionism
front,5,verb,confront
froth,5,noun,head;lather;shaving foam;soapsuds;spume;white water
froth,5,verb,lather;seethe|lather
frown,5,verb,scowl
fruit,5,noun,accessory fruit;achene;acorn;aggregate fruit;berry;buckthorn berry;buffalo nut;chokecherry;cubeb;drupe;ear;edible fruit;fruitlet;gourd;hagberry;hip;juniper berry;marasca;may apple;olive;pod;pome;prairie gourd;pyxidium;quandong;rowanberry;schizocarp;seed;wild cherry
fudge,5,noun,chocolate fudge;divinity;penuche
fudge,5,verb,juggle|beg;quibble
fumes,5,noun,gun smoke;smother
funds,5,noun,bank;bankroll;escrow funds;matching funds;medicaid funds;money supply;pocket;treasury|budget;deposit;mutual fund;pension fund;petty cash;revolving fund;savings;sinking fund;slush fund;trust fund;war chest|hoard;infrastructure;issue;provision;seed stock|closed-end fund;face-amount certificate company;hedge fund;mutual fund;nondiscretionary trust;real estate investment trust;unit investment trust
funds,5,verb,absorb;bankroll;grubstake
fungi,5,noun,agaric;ascomycete;aspergillus fumigatus;basidiomycete;bird's-nest fungus;black root rot fungus;blastomycete;bolete;bottom rot fungus;brown root rot fungus;candida;clubroot fungus;coffee fungus;coral fungus;dead-man's-fingers;dry rot;dutch elm fungus;earthball;earthstar;earthtongue;ergot;false morel;false truffle;felt fungus;gasteromycete;gastroboletus scabrosus;gastroboletus turbinatus;gastrocybe lateritia;green smut fungus;gyromitra;hen-of-the-woods;jelly fungus;lichen;lorchel;macowanites americanus;mildew;mold;monilia;phytophthora citrophthora;phytophthora infestans;pink disease fungus;pond-scum parasite;potato fungus;potato wart fungus;puffball;pythium;radiigera fuscogleba;rhizoctinia;rust;sac fungus;scaly lentinus;sclerotinia;shiitake;slime mold;smut;stalked puffball;stinkhorn;tooth fungus;true fungus;truffle;verticillium;volvaria bombycina;white fungus;white rust;wynnea americana;wynnea sparassoides;yeast;yellow spot fungus
furan,5,noun,nitrofuran
furor,5,noun,brouhaha
fused,5,verb,absorb;accrete;admix;alloy;blend in;conjugate;gauge;melt;syncretize
fusee,5,noun,detonating fuse;safety fuse;time-fuse
fuzee,5,noun,detonating fuse;safety fuse;time-fuse
gable,5,noun,bell gable;corbie gable;pediment
ganja,5,noun,acapulco gold;pot
gates,5,noun,head gate;lock-gate;lychgate;portcullis;postern;tail gate;tailgate;tollgate;turnpike;turnstile;wicket|and circuit;nand circuit;or circuit;x-or circuit|arrival gate;departure gate
gator,5,noun,american alligator;chinese alligator
gauge,5,noun,anemometer;depth gauge;dipstick;gasoline gauge;pressure gauge;rain gauge;strain gauge;surface gauge;vacuum gauge;water gauge;wire gauge|broad gauge;narrow gauge;standard gauge
gauge,5,verb,assess;give;guesstimate;lowball;make;misgauge;place;quantize;reckon;truncate
gauze,5,noun,petrolatum gauze|cheesecloth;gossamer
gecko,5,noun,banded gecko;flying gecko
genie,5,noun,eblis;shaitan
genre,5,noun,drama;form;poetry;prose|black music;classical music;marching music;popular music;religious music|abstractionism;chinoiserie;folk art;genre painting;landscape;magic realism;modernism;outsider art;pointillism;postmodernism;primitivism;synthetism
genus,5,noun,amphibian genus;arthropod genus;bacteria genus;bird genus;chordate genus;coelenterate genus;ctenophore genus;dicot genus;echinoderm genus;fern genus;fish genus;form genus;form genus;fungus genus;gymnosperm genus;mammal genus;mollusk genus;monocot genus;moss genus;plant genus;protoctist genus;reptile genus;sponge genus;type genus;worm genus
getup,5,noun,bib-and-tucker;ensemble;playsuit;trousseau
ghost,5,noun,poltergeist;revenant
giant,5,noun,argus;cyclops;giantess;jotun;mimir;ogre
gipsy,5,noun,swagman;tinker|gitana;gitano
girth,5,noun,spread
gismo,5,noun,gadgetry;gimbal;injector;mod con
given,5,verb,award;deliver;infect|leave;open|accord;allow;bestow;concede;contribute;cough up;deposit;distribute;enfeoff;heap;lease;lend;offer;pay;present;provide;render;requite;spare;supply;support;vest|cast;quote|offer|bequeath;distribute;donate;endow;give away;grant;raffle;render;surrender;tender;tip;treat|convey|introduce;pacify|deal;entrust;entrust;give;hand over;release;slip|apply;rededicate;vow|administer;tread|dedicate|bottlefeed;breakfast;breastfeed;corn;crop;dine;fodder;force-feed;inject;lunch;nutrify;overfeed;range;regurgitate;scavenge;slop;spoonfeed;undernourish|combine|break;buckle;flop;implode;slump
giver,5,noun,abnegator;almsgiver;indian giver;philanthropist;settlor;subscriber;subsidizer;tipper
gizmo,5,noun,gadgetry;gimbal;injector;mod con
gland,5,noun,endocrine gland;exocrine gland;green gland;silk gland
glans,5,noun,glans clitoridis;glans penis
glare,5,verb,beat
glass,5,noun,crown glass;ground glass;ground glass;lead glass;natural glass;opal glass;optical glass;pyrex;safety glass;soft glass;soluble glass;stained glass;wire glass|beer glass;bumper;goblet;highball glass;liqueur glass;parfait glass;rummer;schooner;seidel;shot glass;snifter;tumbler;water glass;wineglass
glass,5,verb,double-glaze
glaze,5,noun,luster
glaze,5,verb,double-glaze
gleam,5,verb,shimmer;spangle
glean,5,verb,cut
glide,5,noun,palatal|skid;snowboarding|hang gliding;parasailing
glide,5,verb,body-surf;coast;plane;skate;skid;skitter;snake;snowboard;surfboard|kite;sailplane
glint,5,verb,shimmer;spangle
gloam,5,noun,night
gloat,5,verb,preen
globe,5,noun,bolus;crystal ball;fireball;fireball;globule;mothball;pellet;spherule;time-ball|celestial globe
gloom,5,noun,bleakness;cloud
gloss,5,noun,french polish;glaze|color of law;disguise;face value;guise;simulacrum;verisimilitude
glove,5,noun,batting glove;gauntlet;gauntlet;golf glove;kid glove;mitten
glued,5,verb,epoxy
glume,5,noun,lemma
glute,5,noun,gluteus maximus;gluteus medius;gluteus minimus
gnome,5,noun,andvari;nibelung|murphy's law
go by,5,verb,fly|fly by;run by;skirt;zip by
go in,5,verb,board;call at;dock;file in;intrude;intrude on;penetrate;pop in;re-enter;take the field;take water;turn in;walk in
go on,5,verb,hold;ride;run on|anticipate;arise;backfire;befall;break;break;chance;come;come around;concur;develop;fall;fall;give;go off;happen;happen;intervene;operate;proceed;recur;result;supervene;synchronize;transpire;turn out|close in;creep up;edge;elapse;encroach;forge;pass;penetrate;press on;ratchet;string|ramble on;segue
go to,5,verb,sit in;worship
go up,5,verb,bubble;chandelle;climb;go up;rise;rocket;scend;soar;steam;uplift|bull;soar|bear down on;close;drive up;edge in;push|escalade;mountaineer;ramp;ride;scale|incinerate|surface;uprise
going,5,noun,boarding;breaking away;disappearance;dispatch;exit;farewell;french leave;sailing;takeoff;withdrawal
going,5,verb,accompany;advance;angle;ascend;automobile;back;bang;beetle;betake oneself;billow;bounce;breeze;caravan;career;carry;circle;circle;circuit;circulate;come;come;crawl;cruise;derail;descend;do;drag;draw;drive;drive;ease;fall;fall;ferry;float;float;float;flock;fly;fly;follow;follow;forge;get around;ghost;glide;go around;hiss;hurtle;island hop;lance;lurch;outflank;pace;pan;pass;pass over;play;plow;prance;precede;precess;proceed;propagate;pursue;push;raft;repair;retreat;retrograde;return;ride;ride;ride;rise;roll;round;run;run;rush;scramble;seek;shuttle;sift;ski;slice into;slither;snowshoe;speed;steamer;step;step;step;stray;swap;swash;swim;swim;swing;taxi;trail;tram;transfer;travel;travel;travel;travel by;travel purposefully;travel rapidly;trundle;turn;walk;walk;weave;wend;wheel;whine;whish;whisk;whistle;withdraw;zigzag;zoom|steamroller;venture;work|shove off|break;run;settle;sober up;sober up;take;take effect;work|come;go far;radiate|do;drag|bang;bleep;blow;blow;boom;boom;buzz;chatter;chime;chug;clang;clangor;clank;click;clop;crack;crash;drone;drum;glug;guggle;gurgle;honk;hum;lap;make noise;patter;ping;pink;pop;rattle;resonate;resound;ring;ripple;roll;rumble;rustle;skirl;snap;snarl;splash;splat;squelch;tap;thud;tick;ting;tinkle;trump;twang;tweet;whish;whistle;whistle;whizz|cut;double;roll;run;service|live out;perennate;stand up|abort;buy it;drown;fall;predecease;starve;succumb;suffocate|get off the ground;go on|bluff;castle;check;draw;manoeuver;open;serve;stalemate;trump|joint;tessellate|blow out;crash;malfunction;misfire
golem,5,noun,android
gonad,5,noun,ovary;ovotestis;testis
goody,5,noun,ambrosia;choice morsel;gelatin;marrow;savory;sweet
goose,5,noun,barnacle goose;blue goose;brant;chinese goose;gander;gosling;greylag;honker
gorge,5,noun,gulch
gouge,5,noun,dig
gouge,5,verb,bleed
gourd,5,noun,calabash|balsam apple;balsam pear;bottle gourd;melon;prairie gourd;squirting cucumber
grace,5,noun,aglaia;euphrosyne;thalia
grace,5,verb,applique;bead;bedizen;bejewel;braid;caparison;color;deck;dress ship;emblazon;embroider;enamel;encrust;festoon;fillet;flag;fledge;foliate;fret;fringe;garland;gild;gild the lily;hang;illuminate;illustrate;inlay;lacquer;landscape;panel;pipe;prank;redecorate;scallop;smock;spangle;stick;stucco;tart up;tinsel;trim;trim;vermiculate;wreathe|ornament
grade,5,noun,master class;section|a level;biosafety level;college level;general certificate of secondary education|downgrade;upgrade|decile;grade point;percentile;quartile|amplitude level;depth;extreme;grind;high;highness;immoderation;intensity;low;lowness;moderation;quality;sun protection factor
grade,5,verb,downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade|aggrade
graft,5,noun,autograft;heterograft;homograft|barratry;commercial bribery
grain,5,noun,granule|barley;buckwheat;corn;grist;groats;malt;millet;oat;rice;wheat;wild rice|amaranth;barleycorn;kernel;rye;wheat berry|graining;wood grain
grama,5,noun,black grama;blue grama
grand,5,noun,millenary|baby grand;concert grand
grant,5,noun,grant-in-aid;subsidy|award;block grant;grant-in-aid|appanage;land grant|franchise
grant,5,verb,allowance;vouchsafe|pension|forgive|enfranchise;give
grape,5,noun,muscadine;slipskin grape;vinifera grape|fox grape;muscadine;vinifera
